R1,R2,R3,R4,X,Y,barrier
E,D,D,E,C,A,1.0638007276917645
D,B,D,D,B,A,1.0661838015542071
B,D,D,D,B,A,1.0757919368143367
E,E,D,C,A,A,1.082544308299998
D,D,B,E,B,A,1.084886705767703
C,A,D,E,B,A,1.088334600510232
D,B,D,E,B,B,1.099247789077856
C,B,A,D,A,A,1.135294101976944
A,C,E,E,C,A,1.1694566193251932
E,E,A,C,C,A,1.1885340847338464
E,E,C,D,A,A,1.198027893235883
A,D,D,E,C,B,1.2365716002636058
C,A,E,E,C,A,1.25229380514443
E,E,C,A,C,A,1.2579528146437786
A,C,A,A,B,A,1.2840103871994004
B,D,E,A,B,A,1.295310889123935
D,B,A,E,B,A,1.301112505277776
A,D,D,E,C,A,1.3236864977549698
B,A,E,A,B,A,1.3332335455852942
B,E,C,A,B,A,1.3591869113642148
A,D,A,A,C,B,1.375573050630716
C,E,C,A,A,B,1.3769687169602771
C,E,C,A,C,B,1.3831173551672775
E,C,A,C,A,B,1.3925784794820208
D,A,A,A,C,B,1.4047137476613452
D,C,D,E,B,B,1.416906740037893
D,D,B,E,A,A,1.4233838778353622
B,E,D,C,A,A,1.4291148898610604
E,D,D,D,C,A,1.4355475360950485
D,E,D,D,C,A,1.4410183409710668
A,D,A,D,C,B,1.449276885845577
D,A,D,A,C,B,1.4513835255889205
C,E,C,D,A,A,1.4647057695328627
C,E,E,D,B,A,1.4857807090234652
C,A,A,D,B,A,1.4962672884740955
B,A,E,D,B,A,1.5033932942399102
E,A,A,B,B,A,1.523582049910307
D,A,E,A,C,B,1.5246808000314926
C,C,E,B,B,A,1.529519002360612
E,C,A,C,C,B,1.53026853673693
A,B,B,A,B,A,1.530926663582415
A,D,A,E,C,B,1.531014957783172
A,E,A,C,B,B,1.5328522931551574
C,D,A,D,B,B,1.546783838002986
E,A,B,E,A,A,1.566616793286412
E,A,A,A,B,A,1.5719862852039557
E,B,A,C,B,B,1.5866869803836872
B,D,A,A,B,A,1.5926169360632063
A,E,E,B,A,A,1.592681915316121
C,D,D,E,B,B,1.594076252054488
D,B,A,A,B,A,1.600480054702482
A,B,E,A,C,A,1.6009131960269964
E,B,B,D,B,A,1.6258591494454673
E,A,C,A,C,B,1.635975145095861
C,D,A,D,B,A,1.643182053641158
E,C,D,C,A,A,1.654773795177653
A,B,E,A,C,B,1.6719249927027815
A,C,D,A,B,A,1.7520131245443251
D,C,A,E,B,B,1.7527181176334832
E,B,A,C,B,A,1.7529023970111164
C,D,E,A,B,B,1.7659306244860933
E,B,C,D,B,A,1.799944754820034
E,A,E,E,C,A,1.8022164223165984
B,D,A,E,C,A,1.814414562413676
A,A,E,E,B,A,1.8187287991597536
B,A,A,B,C,A,1.8297050787289435
C,D,D,A,B,B,1.841196556248298
E,C,A,E,C,B,1.8435316172261955
A,D,D,A,C,B,1.843627074133573
E,D,B,E,B,A,1.8822484092762692
C,D,D,A,B,A,1.8861287822420305
A,A,A,E,C,A,1.9134877923304952
C,D,A,E,B,A,1.9231585116532215
A,A,E,A,C,A,1.9246522189519832
A,C,E,A,B,A,1.9632003474277664
C,D,A,E,B,B,2.0113271714642567
A,C,A,E,A,A,2.015085935649877
C,E,A,C,C,B,2.024052525377574
A,B,E,A,A,A,2.0251913676581075
A,A,C,A,B,A,2.042408608715492
C,D,A,A,B,A,2.054558743275999
E,A,D,E,C,A,2.055901098902035
E,D,E,B,C,B,2.0771261315640484
D,B,D,D,B,B,2.102173984637599
D,C,E,E,B,B,2.108478737931603
B,E,C,A,C,A,2.1417702999604757
A,D,D,A,C,A,2.187275247994109
C,E,C,C,B,A,2.195881569480386
C,A,E,A,A,A,2.201553067898483
D,D,E,A,C,A,2.202723481255034
A,A,A,A,B,A,2.221829414432838
C,A,E,D,A,A,2.2388329777901164
A,C,D,E,A,A,2.249813898426225
D,B,E,A,C,B,2.2743360138775413
A,E,E,A,C,A,2.277144683763776
C,E,A,B,C,B,2.2843493742905725
E,C,D,E,B,A,2.2897057054846583
E,E,D,C,B,A,2.291364546761257
E,E,B,E,A,A,2.30561342520175
E,C,E,E,B,A,2.369913757427434
D,D,D,D,C,B,2.3971206330340964
A,D,B,E,B,B,2.4354936286495663
B,A,A,E,B,B,2.4483695056265296
C,A,B,D,A,B,2.4644516961014062
A,D,A,E,C,A,2.4754691660669192
E,B,A,C,A,B,2.555373871324022
D,D,E,D,C,B,2.556496665091065
A,B,E,A,B,A,2.5760407232329072
D,B,D,A,B,B,2.582264946425331
E,B,A,C,A,A,2.588668921001683
D,D,D,C,C,B,2.591266820203858
E,A,E,D,C,A,2.6182896312363253
D,A,D,A,C,A,2.6191198794136104
A,D,A,D,C,A,2.621994306689095
B,D,A,D,B,B,2.6336594564624525
B,D,E,A,B,B,2.639992306488516
A,E,D,E,C,A,2.6538463073663903
E,A,A,E,C,A,2.659569848355856
B,E,C,A,C,B,2.688588249106931
A,D,E,D,B,A,2.6911291755315494
E,D,E,D,C,B,2.695288017577579
B,D,A,D,B,A,2.700485203108484
D,B,D,A,B,A,2.703490110667395
C,C,E,C,A,A,2.716233364070628
A,A,A,D,C,A,2.7245564974712395
D,B,A,E,B,B,2.7393668842989984
C,E,E,A,B,A,2.748037551578498
E,A,D,E,C,B,2.7832929886077404
E,B,C,D,C,A,2.8001207016783423
D,E,B,A,B,B,2.807810710576107
E,D,B,E,A,A,2.855897085363044
A,A,C,D,A,A,2.866497910993725
A,E,E,A,C,B,2.87941740976216
A,E,D,D,C,A,2.9146188225495204
E,A,D,D,C,A,2.916945529164657
B,E,E,E,B,B,2.924250537676977
B,D,D,E,B,A,2.9510222994914166
C,D,E,E,B,B,2.9814890741708715
A,E,A,E,C,A,3.0098522527383014
B,A,A,D,B,A,3.020823827320319
B,E,E,A,B,A,3.0422759627903337
A,B,D,A,B,A,3.043761284051567
A,C,D,D,A,A,3.0499000454024223
C,A,D,D,A,A,3.0508328539105243
E,E,A,C,A,A,3.0840849223190228
E,E,C,A,A,A,3.103400995503438
E,B,C,A,A,A,3.127330072190694
E,E,A,C,C,B,3.197662772325772
B,A,D,E,A,A,3.2042446840138354
E,B,D,C,A,A,3.237658189869129
B,A,E,A,A,A,3.2818023148168423
E,A,A,A,C,B,3.3023529282455675
D,D,C,E,C,B,3.344564491412062
D,B,E,D,B,A,3.36073783537757
A,B,A,E,A,A,3.3841712009456284
B,E,A,C,B,A,3.4093775818460337
A,A,D,D,B,A,3.43616854170887
E,C,E,D,B,A,3.4777733435174105
E,C,D,D,C,B,3.4808726336811486
A,B,E,D,A,A,3.4854172767565923
D,A,E,D,B,A,3.4958351570595574
D,D,E,E,B,A,3.5156502790205173
D,C,A,E,A,A,3.5347699499875427
C,D,E,A,A,A,3.543336217944848
A,D,E,E,B,A,3.558894716709284
D,D,D,D,B,A,3.578808247965632
D,D,E,E,C,B,3.593886708343188
B,D,E,E,B,A,3.624858292433613
D,A,E,E,B,A,3.627576797738304
A,D,E,C,C,A,3.640249604566829
D,A,D,D,B,B,3.721093272725205
A,D,A,A,C,A,3.770824066211007
B,D,E,D,A,A,3.7741822478087768
B,D,E,D,B,B,3.7840075683928793
C,C,D,A,B,A,3.802954226711545
D,A,A,A,C,A,3.80464254835112
B,E,E,D,B,A,3.814989848424697
E,D,A,D,B,A,3.817575456604085
C,E,D,D,B,A,3.877449053437691
D,A,D,D,B,A,3.878678391636391
A,A,E,A,B,A,3.882105212670607
A,E,D,A,C,A,3.918038134465703
B,D,E,E,A,A,3.9399720800407634
A,A,A,E,B,A,3.9794508766235976
A,D,E,A,B,B,4.013911340038223
B,D,D,E,B,B,4.03394472426527
E,B,A,E,C,A,4.049374102335761
E,D,A,E,C,B,4.120317032358575
E,B,A,E,B,B,4.1295537915212295
A,E,D,D,C,B,4.154029552411923
E,D,A,E,B,A,4.188914329164912
E,C,D,D,B,A,4.214325948330228
C,E,D,A,C,B,4.267801382550727
D,A,E,A,B,B,4.2853116335827846
B,A,A,E,A,A,4.298588357924404
A,D,A,D,B,B,4.3301281625636765
A,C,C,B,B,A,4.350481611761419
A,C,E,E,A,A,4.350582900000734
B,E,C,D,C,B,4.351594352213896
D,C,D,B,B,A,4.390495348307019
E,D,E,D,B,A,4.421966958989775
E,C,D,A,C,B,4.422141244621382
C,D,E,D,A,A,4.426075573485719
D,A,E,D,B,B,4.4452732651136895
C,A,A,E,A,A,4.446198492080568
A,C,E,A,A,A,4.448656096529623
D,C,D,E,A,A,4.482678862054533
B,E,A,C,C,A,4.488095648930881
E,C,D,E,C,B,4.5052480549126175
C,A,A,D,A,A,4.50530966932781
A,E,A,E,C,B,4.507176104038139
B,E,E,E,A,A,4.523601269258478
B,A,D,D,A,A,4.5515875185138
E,B,A,D,B,B,4.556706469079698
B,A,A,E,B,A,4.560089656266056
D,A,B,A,C,B,4.568846601832807
B,E,E,D,C,B,4.606590412138012
D,E,E,A,C,B,4.606746060521564
A,D,E,A,B,A,4.623777706878034
E,C,E,D,C,B,4.657338213726844
C,E,D,E,C,B,4.697445138652907
E,B,C,A,C,A,4.71147541353882
E,A,E,D,C,B,4.731550420123274
A,E,D,E,C,B,4.735542229060834
D,E,E,E,B,A,4.747044010653335
A,B,D,D,A,A,4.769563927024781
D,D,D,A,B,A,4.79171897346733
D,D,A,D,B,A,4.796501152334521
B,D,E,A,A,A,4.815678293030532
D,A,E,E,B,B,4.829741104823201
A,E,E,A,B,A,4.892213889180236
A,E,E,E,C,A,4.913593752888373
A,C,A,A,A,A,4.923716136069644
A,E,D,D,B,A,4.980916970529399
E,A,E,E,C,B,4.982842081677503
A,D,E,E,B,B,5.015144991940093
D,B,E,A,C,A,5.045512953684885
E,C,A,A,C,B,5.067470804364363
D,C,D,D,A,A,5.069027599525748
D,B,E,A,B,B,5.085705228841763
B,D,A,E,B,A,5.099207866582441
B,D,A,E,B,B,5.10638149093901
E,A,D,E,B,A,5.112960020311158
E,D,E,E,B,A,5.140476704184842
D,E,D,D,B,A,5.161875480083728
D,E,A,D,C,B,5.1690672540110665
A,E,D,A,C,B,5.171023447452139
E,D,D,E,B,A,5.220568415917234
A,A,E,D,A,A,5.23914706072895
D,E,D,E,C,B,5.240089102431948
D,E,D,D,C,B,5.269437723769223
A,C,E,D,A,A,5.270537948550614
E,D,D,D,C,B,5.284036584997616
E,D,E,A,B,A,5.293644724894818
A,D,E,D,B,B,5.296194630402791
C,A,D,E,A,A,5.3082225342804765
E,A,A,C,C,B,5.314970637769488
D,E,E,D,B,A,5.332472238878957
D,C,E,E,A,A,5.333386791877031
A,C,D,A,A,A,5.333636656073499
E,B,C,A,C,B,5.335596675740948
C,D,E,E,A,A,5.359638121771238
E,B,E,D,B,A,5.392084120943799
E,B,A,E,B,A,5.435153381185023
D,E,E,D,C,B,5.448160951004046
E,D,D,E,C,B,5.4492469703653486
D,A,A,E,B,B,5.465558893438713
D,A,E,E,C,B,5.472183717196558
A,B,A,D,A,A,5.48417032677184
E,A,E,A,C,A,5.489056473214161
A,D,E,E,C,B,5.498402779847575
B,A,E,D,A,A,5.572493371471341
E,D,E,A,C,B,5.573559214504755
A,D,A,D,B,A,5.584578379997774
D,E,A,E,B,A,5.588572022290885
C,E,E,E,C,B,5.589656972842784
E,A,E,E,B,A,5.593897860813529
C,E,D,E,B,A,5.638213853694898
A,E,E,E,B,A,5.668437732127486
D,B,A,E,A,A,5.682710906898585
C,E,D,A,B,A,5.684744207640117
E,C,A,D,B,A,5.689257622319157
C,E,A,E,C,B,5.69429612097164
E,D,D,A,B,A,5.76167677067436
A,E,E,D,B,A,5.7668600905755385
C,E,E,E,B,B,5.788199040898894
E,C,E,A,C,B,5.78837827778186
D,E,E,A,B,A,5.873940868084044
B,A,A,A,A,A,5.906093396820691
C,E,A,D,B,A,5.939570319449686
E,C,D,A,B,A,5.944286974921409
C,D,D,A,A,A,5.988337994420908
A,D,D,A,B,A,5.988947218313731
B,D,E,E,C,B,6.057665162670872
E,A,D,D,B,A,6.061562762073396
D,E,D,E,B,A,6.064713451967658
D,C,E,A,A,A,6.101421776686742
C,D,A,A,A,A,6.117274822757866
C,D,A,E,A,A,6.195606702389004
E,C,E,E,C,B,6.254807960393797
C,D,A,D,A,A,6.260491069683242
D,D,A,E,B,B,6.303588941799544
D,B,E,D,B,B,6.335379356811493
D,D,D,A,A,A,6.385759477656788
B,D,D,E,A,A,6.393429875485728
D,B,E,D,A,A,6.395178960887489
E,A,E,D,B,A,6.40526305954705
A,E,D,E,B,A,6.445527808499461
D,D,A,D,B,B,6.448382509742408
D,C,E,D,A,A,6.450505777775909
A,B,E,E,A,A,6.472451438841794
D,D,D,A,B,B,6.499379147381857
D,B,D,E,A,A,6.525297162978168
E,A,E,A,B,A,6.584305057866827
C,D,A,A,A,B,6.597723245396677
A,E,A,E,B,A,6.6301425861142045
E,A,E,A,C,B,6.717114698245459
C,E,A,A,B,A,6.721177276176903
B,E,E,A,A,A,6.737075875700975
E,E,B,A,B,B,6.7631460479656935
D,B,E,A,A,A,6.766210824296244
B,D,A,E,A,A,6.795636184964488
E,B,D,E,B,A,6.799986939115514
C,E,E,A,C,B,6.810282633073198
C,E,D,D,C,B,6.894713812501952
C,E,A,E,B,A,6.90139421520488
E,C,E,A,B,A,6.903185617954115
A,D,A,A,B,A,6.934879860808181
D,B,E,E,B,B,6.951830439733447
B,D,E,E,B,B,6.978928535197738
D,B,D,D,A,A,7.009119429852518
B,E,D,A,B,A,7.088812049994026
E,B,A,D,B,A,7.115429839690736
E,C,A,E,B,B,7.116399946165667
A,E,E,A,B,B,7.138928483781196
C,E,D,E,B,B,7.195553534378141
E,C,A,D,C,B,7.2988199266656
A,A,A,D,A,A,7.304078838097607
A,A,D,A,A,A,7.307714459809389
D,B,E,E,A,A,7.37243943587182
D,D,E,E,B,B,7.3846779207773245
E,D,D,A,B,B,7.38494385050177
A,E,A,D,B,A,7.484439184941257
B,E,D,D,B,A,7.520726181561859
B,E,D,E,B,A,7.544392019274816
E,B,D,D,B,A,7.553608003641946
B,D,A,D,A,A,7.557747043607458
C,E,A,D,A,A,7.568739976721012
A,E,E,E,C,B,7.588009676903527
C,D,D,E,A,A,7.620933522768767
A,E,A,A,B,B,7.635791935607552
E,A,A,E,C,B,7.66981034759967
E,B,A,E,A,A,7.698523644749867
E,A,D,D,B,B,7.731297739837952
C,E,E,E,A,A,7.772847877417348
A,E,A,E,B,B,7.797138172410717
E,B,E,A,B,B,7.8122436099171555
A,E,D,D,B,B,7.835664384515214
E,C,E,A,B,B,7.993115032478893
E,C,D,D,B,B,8.061400589000034
C,E,D,D,B,B,8.07634683803955
E,B,E,A,B,A,8.085137651495373
A,E,A,A,B,A,8.199587612237137
A,E,E,D,B,B,8.239014241475699
E,C,D,E,B,B,8.264685172193762
E,B,A,D,A,A,8.302132930141417
C,E,E,A,A,A,8.343953275179759
E,A,D,E,B,B,8.362559921342532
C,E,E,A,B,B,8.472132885369577
E,A,A,E,B,B,8.484607498251798
C,C,C,D,C,C,8.488853500912853
C,C,D,D,C,C,8.534856445357399
E,D,A,E,B,B,8.549154007488392
E,D,E,D,B,B,8.557073709890561
E,D,A,D,B,B,8.563635195526578
A,E,D,E,B,B,8.72049458842941
C,E,E,D,B,B,8.720922338979488
E,A,E,D,B,B,8.734192306286939
E,D,A,A,B,B,8.806481660716697
E,D,E,A,B,B,8.884495322180198
A,A,D,D,A,A,8.888829306610374
E,A,E,E,B,B,8.95212706511746
C,C,B,D,C,C,9.029297811564048
A,E,C,D,A,B,9.049628040231864
B,E,A,E,B,B,9.060802557549852
B,E,A,A,B,A,9.11403698430988
D,E,D,D,B,B,9.158494195791771
B,E,D,E,A,A,9.168058537688768
E,C,A,E,A,A,9.202536093778468
A,A,E,A,A,A,9.22731986537526
D,E,E,A,B,B,9.239832191581106
A,A,A,E,A,A,9.346243417087509
A,A,D,E,A,A,9.348300376187728
E,C,E,E,B,B,9.368009872677671
D,B,E,A,B,A,9.39540195329286
B,E,A,E,A,A,9.416238209637449
E,B,E,A,A,A,9.417568008251116
E,B,E,E,B,B,9.456946584048588
C,E,A,A,B,B,9.487476533910298
E,C,D,A,B,B,9.534239216358197
C,E,A,D,B,B,9.534774653914448
E,A,E,A,B,B,9.5723989798605
C,E,D,A,B,B,9.593380588077489
E,C,A,D,B,B,9.5949318330205
E,B,D,A,B,A,9.600613973875316
B,E,A,D,B,A,9.60581746882027
D,E,E,D,B,B,9.622631903885166
D,E,E,E,B,B,9.626669808813086
E,D,D,E,B,B,9.655322952546769
E,D,E,E,B,B,9.668910966057826
B,E,E,D,B,B,9.6813735351802
A,E,A,D,B,B,9.718602322459862
C,A,E,E,A,A,9.742565940410367
B,E,A,D,A,A,9.858009129458695
D,E,D,E,B,B,9.974436493109044
E,B,D,D,A,A,9.991164036366404
C,E,A,E,B,B,9.997609752151885
E,C,E,E,A,A,10.000578618105092
B,C,D,E,C,C,10.080124989707176
A,D,A,E,A,A,10.219724475854038
C,C,A,C,C,C,10.316225171673024
C,C,C,A,C,C,10.437083598530323
D,A,E,E,A,A,10.520421293554069
A,D,D,E,A,A,10.6358924318399
E,B,D,D,C,B,10.647617620993472
C,C,D,E,C,C,10.66533243702327
C,C,E,D,C,C,10.66780737812872
A,D,E,A,A,A,10.725720357219611
C,E,E,D,A,A,10.76163382004184
E,C,D,E,A,A,10.786509419448691
E,B,E,E,A,A,10.916502594095808
A,D,E,E,A,A,10.936333904039111
E,C,C,C,C,C,10.9374704862108
C,C,C,E,C,C,10.969888446793048
D,A,D,A,A,A,11.056148663553616
D,E,A,E,B,B,11.067430889814696
B,E,E,A,B,B,11.212630882413952
D,D,E,A,A,A,11.457257903849756
B,E,D,A,A,A,11.467603657602533
D,D,D,D,A,A,11.471991447904172
B,E,A,A,B,B,11.487180312219673
E,C,E,A,A,A,11.540325049055967
B,E,D,D,B,B,11.622023707130824
E,B,D,D,B,B,11.636020452776595
D,D,D,E,A,A,11.636718634256816
E,C,A,D,A,A,11.654771844033071
C,E,D,A,A,A,11.658827271456962
D,D,E,E,A,A,11.672311814986376
D,D,A,E,A,A,11.697065005539836
B,E,E,D,A,A,11.744219562689596
D,A,A,D,A,A,11.781449012000444
E,B,D,E,A,A,11.830377902944774
E,E,A,A,A,A,11.86906914130436
A,D,A,D,A,A,11.882244362817245
A,E,E,E,B,B,11.990868291580789
B,C,E,E,C,C,12.023952257465025
B,E,A,E,C,B,12.043206026344958
E,B,E,A,C,B,12.05765241608343
C,E,A,A,A,A,12.089545137171978
E,B,D,A,C,B,12.111627125191234
B,E,A,D,C,B,12.17633229462525
C,C,A,D,C,C,12.225448772320911
C,E,A,E,A,A,12.312094383546698
A,E,A,E,A,A,12.313602850431309
C,E,D,D,A,A,12.465735395792391
E,C,D,D,A,A,12.465948180499458
E,B,D,A,B,B,12.515198972552277
B,E,A,D,B,B,12.52369797336106
C,C,C,D,B,C,12.533123798929022
A,D,D,A,A,A,12.609586297026306
D,E,E,E,A,A,12.701851667506
C,C,E,E,C,C,12.718274063609677
E,C,D,A,A,A,12.95977907283705
E,E,E,A,A,A,12.981546422080145
B,E,A,A,A,A,13.101545925357197
E,B,D,E,B,B,13.105216815603454
E,A,E,E,A,A,13.156183874966372
E,D,A,D,A,A,13.175798303171234
E,B,E,D,A,A,13.184567554777752
A,E,E,D,A,A,13.227236146431276
C,E,D,E,A,A,13.245741792423908
E,C,E,D,A,A,13.256652257603534
E,B,E,D,B,B,13.34639744395896
C,C,E,A,C,C,13.387332361233836
C,C,A,E,C,C,13.390118259244687
E,E,E,D,A,A,13.487765711827192
D,E,D,D,A,A,13.558060608946972
C,C,C,A,B,C,13.583833168479446
D,E,E,A,A,A,13.619016945091236
E,A,A,E,A,A,13.69000223123458
E,A,D,E,A,A,13.70456608610141
D,E,A,D,A,A,13.858374205969753
E,D,D,D,A,A,13.998856823958771
E,E,A,E,A,A,14.001539708739562
E,E,D,D,A,A,14.01879045934737
E,D,A,E,A,A,14.039087038068496
A,E,D,E,A,A,14.057280923515496
A,E,E,A,A,A,14.16622437317852
A,E,A,A,A,A,14.183871360884922
A,E,D,D,A,A,14.278673678057944
E,B,D,A,A,A,14.303177790612642
E,E,D,A,A,A,14.3327477526967
E,E,A,D,A,A,14.333188160776595
E,D,D,E,A,A,14.505627729114202
D,E,E,D,A,A,14.561931986791503
C,A,D,C,C,C,14.695706704811926
E,A,A,D,A,A,14.709315047888264
A,C,C,D,C,C,14.767474197819192
E,A,E,A,A,A,14.86654694605125
C,A,C,D,C,C,15.11543624138373
A,E,A,D,A,A,15.150638985224743
C,C,C,E,B,C,15.167819170548803
B,A,D,C,C,C,15.236161922712313
C,E,E,C,C,C,15.32991432749461
E,C,C,E,C,C,15.381833740516694
C,B,A,A,C,C,15.451898123191992
E,D,E,E,A,A,15.459497341753194
E,E,E,E,A,A,15.498478566609563
D,E,D,E,A,A,15.857519484566788
C,B,C,A,B,C,15.94337879960195
E,D,E,D,A,A,15.946605603393191
E,E,D,E,A,A,15.966520167468133
C,C,E,D,B,C,16.218050305747337
B,C,E,A,C,C,16.250723639010776
C,C,D,E,B,C,16.25865144765669
E,A,E,D,A,A,16.41675241003412
C,B,E,D,B,C,16.43804304845313
C,D,C,D,C,C,16.504620551095616
C,A,E,C,C,C,16.511941626420025
C,E,E,C,B,C,16.74484577377824
C,A,A,C,C,C,16.979406828254692
C,B,A,E,C,C,17.001585292837767
C,E,D,C,C,C,17.012151532903328
C,C,A,D,B,C,17.312763276421
B,A,B,E,C,C,17.38728688545245
A,A,E,A,A,B,17.430305976713374
C,C,D,E,B,D,17.521014138511877
C,A,C,E,C,C,17.56873584205061
C,D,C,E,C,C,17.577302336439708
D,C,E,C,C,C,17.6021858376311
C,D,D,D,C,C,17.737241760177188
D,C,D,D,C,C,17.74768332978238
A,B,C,E,C,C,17.785275554349738
C,C,E,E,B,C,17.921692045727525
B,C,E,A,C,D,18.126060154536624
B,A,D,E,C,C,18.155845500442226
A,B,E,D,C,C,18.190565758949184
A,C,D,E,C,C,18.23427057255585
C,C,E,D,B,D,18.43717232451503
C,E,C,E,B,C,18.46913400036091
B,A,C,E,C,C,18.906872834708143
C,D,E,D,C,C,19.005108182828568
D,C,E,E,C,C,19.032438831800537
A,E,E,E,A,A,19.100952661669307
A,C,A,A,C,C,19.123535149476247
D,C,C,A,C,C,19.2905692646903
A,C,E,D,C,C,19.3763119521593
D,C,E,D,C,C,19.412033894102724
C,D,D,E,C,C,19.434939241536583
A,B,D,E,C,C,19.48800826258636
B,C,E,D,B,C,19.5631822208096
C,C,A,E,B,C,19.58173343719833
C,C,E,A,B,C,19.58350465299008
A,B,D,D,C,C,19.623990849591618
B,A,E,E,C,C,19.660666373554555
C,A,D,C,B,C,19.670607442159287
C,E,A,B,C,C,19.709164813746167
B,A,D,D,C,C,19.726452691569545
A,C,D,E,C,D,19.74616661635615
C,A,E,D,C,D,19.76502733475113
C,C,E,E,B,D,19.769843227841967
C,A,E,E,C,C,19.805103405314146
C,C,A,A,B,C,19.880800604738457
C,E,A,C,C,C,19.901555982487675
E,C,C,A,C,C,19.95044395583819
C,E,C,D,B,C,20.00492970522615
D,A,E,D,A,B,20.07416843845105
B,D,D,E,C,C,20.59662145939556
D,D,D,A,C,C,20.61428356005052
D,D,A,D,C,C,20.615727615010133
C,B,E,A,C,C,20.94324499574704
C,A,E,C,C,D,21.013275778627364
B,C,A,D,B,C,21.0677238460276
B,B,E,A,C,C,21.133669573733517
A,B,A,D,C,C,21.44368970614468
C,B,D,E,B,D,21.44517965641645
B,A,D,A,C,C,21.48334351124296
D,B,A,D,C,C,21.60372884633245
A,C,A,C,C,D,21.635601843671328
B,C,E,A,B,C,21.66775541139744
A,C,E,D,C,D,21.69668402916232
C,A,E,A,C,C,21.704121926453208
D,C,D,A,C,C,21.71176861154488
A,C,A,E,C,C,21.731077214584804
A,C,C,E,B,C,21.754725065666563
B,A,E,D,C,C,21.778899887582
C,A,A,E,C,C,22.12281299519527
B,D,A,E,C,C,22.22609803329153
C,C,E,A,B,D,22.233036766200115
A,B,E,E,C,C,22.239502776594485
C,A,C,E,B,C,22.3087595412875
B,D,E,D,C,C,22.327835321227525
A,C,E,A,C,C,22.413867811707934
A,C,E,E,C,D,22.557207063921165
E,C,B,A,B,C,22.73131534479136
D,C,E,A,C,C,22.781772825158157
C,A,E,E,C,D,22.870744588583623
A,C,B,E,C,C,22.885807809902097
C,A,D,D,B,C,22.965711680914293
A,C,D,D,B,C,22.98707899720524
A,C,A,A,C,D,23.040122672590705
A,B,E,D,C,D,23.219509170039828
D,C,A,E,C,C,23.27571793164433
C,A,A,A,C,C,23.28399704057728
C,D,E,A,C,C,23.33496052479343
B,D,E,A,C,C,23.367491501233545
D,D,D,E,C,C,23.44629449756089
D,D,E,D,C,C,23.50321666083538
C,A,C,C,A,B,23.69437345444801
D,D,D,D,C,C,23.756586550151344
C,D,D,D,B,C,23.761604787510517
B,A,A,E,C,C,23.785939845657097
A,B,A,A,C,C,23.81725103362707
D,D,D,C,C,C,23.820959885012776
A,B,E,D,B,C,23.918575196837143
A,D,D,E,C,C,23.96131737785869
C,B,A,E,B,D,24.055423435421616
C,A,E,D,B,C,24.146699398684675
D,A,E,C,C,C,24.15554788839753
A,A,C,E,C,C,24.20514003978264
B,A,E,A,C,C,24.213064859586023
A,B,A,E,C,C,24.23516214031172
C,E,D,A,B,C,24.329558012585743
E,C,D,A,B,C,24.4321048860493
C,E,A,D,B,C,24.432955521505576
C,A,D,E,B,C,24.446716782300832
E,C,C,A,B,C,24.4547578004202
A,C,E,D,B,C,24.46111612816011
C,E,A,C,B,C,24.479030683993305
B,D,A,A,C,C,24.580414124677013
A,D,D,D,C,C,24.60630935990853
B,C,E,A,B,D,24.7191548837128
D,A,E,D,C,C,24.74800960353035
A,C,A,E,C,D,24.753225927041736
B,A,D,E,B,C,24.768284566505127
C,E,A,E,B,C,24.801533840507087
C,D,E,D,B,C,25.08234572901665
A,D,E,E,C,C,25.114803961498293
B,E,E,D,B,C,25.269083477143237
D,D,E,C,C,C,25.464048490169407
D,A,D,E,C,C,25.649935338597952
B,A,E,E,B,C,25.69669946881104
A,A,E,E,C,C,25.73238108477968
D,A,C,E,C,C,25.77703821113227
D,C,D,E,B,C,25.79211511552251
A,A,B,A,B,C,25.824589722432453
C,D,D,E,B,C,25.862166523242585
D,C,E,D,B,C,25.873116605709725
A,B,E,A,C,C,25.88170342816597
D,B,A,E,C,C,25.98460289416149
C,D,E,E,B,C,26.05926540860798
C,A,E,E,B,C,26.074654976203405
B,D,A,E,C,D,26.105695149007847
C,E,C,A,B,D,26.145493733763853
A,A,A,A,C,C,26.331933903864883
C,A,D,D,B,D,26.338271886844183
A,B,E,E,B,C,26.341608849343604
D,D,C,A,C,C,26.34488750144857
D,D,A,C,C,C,26.35072826904255
A,C,D,A,B,C,26.38138692326049
C,A,A,D,B,C,26.384037678305106
C,D,E,A,C,D,26.399723011758372
D,D,E,A,C,C,26.462685532189116
B,E,A,E,B,C,26.473396103614554
C,A,D,A,B,C,26.53783388621345
D,C,A,E,C,D,26.5449190985163
D,C,D,A,B,C,26.590737213269783
C,A,E,D,B,D,26.757714414347408
A,C,D,E,B,D,26.75977960266295
C,A,D,E,B,D,26.827718142695417
A,B,A,E,C,D,26.89750038907997
A,C,B,E,C,D,26.977174183565623
D,C,E,E,B,C,27.045057029368262
D,A,E,A,C,C,27.30965177990714
B,D,D,E,B,C,27.42819951816513
D,C,E,B,B,C,27.489854700353355
B,C,A,E,B,D,27.496674773730863
A,D,A,E,C,C,27.53447985673473
A,D,A,D,C,C,27.538436503255426
D,A,D,A,C,C,27.54507975537907
A,C,A,E,B,C,27.562932967744757
C,A,E,A,B,C,27.56912737228197
C,D,D,A,B,C,27.58590977374076
