label,reaction,number_ts,filename_ts,energy_ts,method,number_r,filename_r,energy_r,activation,reactant
E_A_E_E_B_A,e2,0,transition-states/e2/E_A_E_E_B_A.xyz,-703.75416674,hf,29,reactant-complex-constrained-conformers/e2/E_A_E_E_B_A/29.xyz,-703.77952275,15.911136499436116,rcc
E_A_E_E_B_B,e2,0,transition-states/e2/E_A_E_E_B_B.xyz,-802.71733009,hf,27,reactant-complex-constrained-conformers/e2/E_A_E_E_B_B/27.xyz,-802.74180945,15.361030318992897,rcc
E_A_E_E_C_A,e2,0,transition-states/e2/E_A_E_E_C_A.xyz,-2816.62509499,hf,15,reactant-complex-constrained-conformers/e2/E_A_E_E_C_A/15.xyz,-2816.64185382,10.516324599257839,rcc
E_A_E_E_C_B,e2,0,transition-states/e2/E_A_E_E_C_B.xyz,-2915.58754951,hf,10,reactant-complex-constrained-conformers/e2/E_A_E_E_C_B/10.xyz,-2915.60442004,10.586417407611945,rcc
E_B_A_A_C_A,e2,0,transition-states/e2/E_B_A_A_C_A.xyz,-2910.07498035,hf,8,reactant-complex-constrained-conformers/e2/E_B_A_A_C_A/08.xyz,-2910.07454108,-0.27564608653862765,rcc
E_B_A_B_B_A,e2,0,transition-states/e2/E_B_A_B_B_A.xyz,-1000.74263738,hf,11,reactant-complex-constrained-conformers/e2/E_B_A_B_B_A/11.xyz,-1000.741451,-0.7444646898613008,rcc
E_B_A_C_A_A,e2,0,transition-states/e2/E_B_A_C_A_A.xyz,-528.93327389,hf,18,reactant-complex-constrained-conformers/e2/E_B_A_C_A_A/18.xyz,-528.94563907,7.759267598470886,rcc
E_B_A_C_A_B,e2,0,transition-states/e2/E_B_A_C_A_B.xyz,-627.90507464,hf,18,reactant-complex-constrained-conformers/e2/E_B_A_C_A_B/18.xyz,-627.915072,6.273438115655045,rcc
E_B_A_C_B_A,e2,0,transition-states/e2/E_B_A_C_B_A.xyz,-888.96735453,hf,22,reactant-complex-constrained-conformers/e2/E_B_A_C_B_A/22.xyz,-888.97652944,5.7573429487200505,rcc
E_B_A_C_B_B,e2,0,transition-states/e2/E_B_A_C_B_B.xyz,-987.93875409,hf,17,reactant-complex-constrained-conformers/e2/E_B_A_C_B_B/17.xyz,-987.94677538,5.033435469199984,rcc
E_B_A_C_C_A,e2,0,transition-states/e2/E_B_A_C_C_A.xyz,-3001.82397871,hf,19,reactant-complex-constrained-conformers/e2/E_B_A_C_C_A/19.xyz,-3001.83742266,8.436205993694124,rcc
E_B_A_C_C_B,e2,0,transition-states/e2/E_B_A_C_C_B.xyz,-3100.80811402,hf,2,reactant-complex-constrained-conformers/e2/E_B_A_C_C_B/02.xyz,-3100.79527935,-8.053877021663043,rcc
E_B_A_D_A_A,e2,0,transition-states/e2/E_B_A_D_A_A.xyz,-476.19284837,hf,3,reactant-complex-constrained-conformers/e2/E_B_A_D_A_A/03.xyz,-476.22792363,22.010057955252787,rcc
E_B_A_D_B_A,e2,0,transition-states/e2/E_B_A_D_B_A.xyz,-836.23600009,hf,13,reactant-complex-constrained-conformers/e2/E_B_A_D_B_A/13.xyz,-836.26390845,17.512760305615817,rcc
E_B_A_D_B_B,e2,0,transition-states/e2/E_B_A_D_B_B.xyz,-935.21211479,hf,19,reactant-complex-constrained-conformers/e2/E_B_A_D_B_B/19.xyz,-935.22956059,10.947404782621707,rcc
E_B_A_D_C_A,e2,0,transition-states/e2/E_B_A_D_C_A.xyz,-2949.11738526,hf,16,reactant-complex-constrained-conformers/e2/E_B_A_D_C_A/16.xyz,-2949.12503101,4.7977805612789375,rcc
E_B_A_E_A_A,e2,0,transition-states/e2/E_B_A_E_A_A.xyz,-492.18644993,hf,11,reactant-complex-constrained-conformers/e2/E_B_A_E_A_A/11.xyz,-492.22141942,21.943686278178205,rcc
E_B_A_E_B_A,e2,0,transition-states/e2/E_B_A_E_B_A.xyz,-852.23024032,hf,28,reactant-complex-constrained-conformers/e2/E_B_A_E_B_A/28.xyz,-852.25917988,18.159848075233953,rcc
E_B_A_E_B_B,e2,0,transition-states/e2/E_B_A_E_B_B.xyz,-951.20466017,hf,13,reactant-complex-constrained-conformers/e2/E_B_A_E_B_B/13.xyz,-951.22388847,12.065940420133064,rcc
E_B_A_E_C_A,e2,0,transition-states/e2/E_B_A_E_C_A.xyz,-2965.10050685,hf,12,reactant-complex-constrained-conformers/e2/E_B_A_E_C_A/12.xyz,-2965.11986499,12.147416250459187,rcc
E_B_B_A_A_A,e2,0,transition-states/e2/E_B_B_A_A_A.xyz,-640.7034426,hf,1,reactant-complex-constrained-conformers/e2/E_B_B_A_A_A/01.xyz,-640.71042849,4.383712159768901,rcc
E_B_B_D_B_A,e2,0,transition-states/e2/E_B_B_D_B_A.xyz,-1039.77465393,hf,19,reactant-complex-constrained-conformers/e2/E_B_B_D_B_A/19.xyz,-1039.78271203,5.056534092929725,rcc
E_B_B_E_A_A,e2,0,transition-states/e2/E_B_B_E_A_A.xyz,-695.73964537,hf,13,reactant-complex-constrained-conformers/e2/E_B_B_E_A_A/13.xyz,-695.74635655,4.211329032158356,rcc
E_B_B_E_B_A,e2,0,transition-states/e2/E_B_B_E_B_A.xyz,-1055.77075313,hf,1,reactant-complex-constrained-conformers/e2/E_B_B_E_B_A/01.xyz,-1055.78096502,6.40805772305059,rcc
E_B_C_A_A_A,e2,0,transition-states/e2/E_B_C_A_A_A.xyz,-528.9301366,hf,18,reactant-complex-constrained-conformers/e2/E_B_C_A_A_A/18.xyz,-528.94539031,9.57184753962643,rcc
E_B_C_A_B_A,e2,0,transition-states/e2/E_B_C_A_B_A.xyz,-888.97087993,hf,22,reactant-complex-constrained-conformers/e2/E_B_C_A_B_A/22.xyz,-888.97652943,3.545114773722045,rcc
E_B_C_A_C_A,e2,0,transition-states/e2/E_B_C_A_C_A.xyz,-3001.82069,hf,10,reactant-complex-constrained-conformers/e2/E_B_C_A_C_A/10.xyz,-3001.83728739,10.415019469587119,rcc
E_B_C_A_C_B,e2,0,transition-states/e2/E_B_C_A_C_B.xyz,-3100.79256954,hf,11,reactant-complex-constrained-conformers/e2/E_B_C_A_C_B/11.xyz,-3100.8065883,8.79690471461621,rcc
E_B_C_D_B_A,e2,0,transition-states/e2/E_B_C_D_B_A.xyz,-928.00066561,hf,25,reactant-complex-constrained-conformers/e2/E_B_C_D_B_A/25.xyz,-928.0149565,8.967668867783479,rcc
E_B_C_D_C_A,e2,0,transition-states/e2/E_B_C_D_C_A.xyz,-3040.8592703,hf,2,reactant-complex-constrained-conformers/e2/E_B_C_D_C_A/02.xyz,-3040.87454286,9.583676093250428,rcc
E_B_C_E_B_A,e2,0,transition-states/e2/E_B_C_E_B_A.xyz,-943.99457579,hf,15,reactant-complex-constrained-conformers/e2/E_B_C_E_B_A/15.xyz,-944.00893964,9.013451959018235,rcc
E_B_D_A_A_A,e2,0,transition-states/e2/E_B_D_A_A_A.xyz,-476.19032029,hf,18,reactant-complex-constrained-conformers/e2/E_B_D_A_A_A/18.xyz,-476.23163472,25.9251962405167,rcc
E_B_D_A_B_A,e2,0,transition-states/e2/E_B_D_A_B_A.xyz,-836.23132928,hf,1,reactant-complex-constrained-conformers/e2/E_B_D_A_B_A/01.xyz,-836.26394128,20.464338968199517,rcc
E_B_D_A_B_B,e2,0,transition-states/e2/E_B_D_A_B_B.xyz,-935.19854356,hf,1,reactant-complex-constrained-conformers/e2/E_B_D_A_B_B/01.xyz,-935.23007827,19.78832928687855,rcc
E_B_D_A_C_B,e2,0,transition-states/e2/E_B_D_A_C_B.xyz,-3048.06251666,hf,19,reactant-complex-constrained-conformers/e2/E_B_D_A_C_B/19.xyz,-3048.08938541,16.86039518134341,rcc
E_B_D_C_A_A,e2,0,transition-states/e2/E_B_D_C_A_A.xyz,-567.97187062,hf,17,reactant-complex-constrained-conformers/e2/E_B_D_C_A_A/17.xyz,-567.98361268,7.368253894992562,rcc
E_B_D_C_C_A,e2,0,transition-states/e2/E_B_D_C_C_A.xyz,-3040.85574472,hf,18,reactant-complex-constrained-conformers/e2/E_B_D_C_C_A/18.xyz,-3040.87485717,11.993243447393265,rcc
E_B_D_D_A_A,e2,0,transition-states/e2/E_B_D_D_A_A.xyz,-515.23248034,hf,10,reactant-complex-constrained-conformers/e2/E_B_D_D_A_A/10.xyz,-515.26620593,21.163127243307255,rcc
E_B_D_D_B_A,e2,0,transition-states/e2/E_B_D_D_B_A.xyz,-875.27245002,hf,23,reactant-complex-constrained-conformers/e2/E_B_D_D_B_A/23.xyz,-875.30190051,18.48046149082866,rcc
E_B_D_D_B_B,e2,0,transition-states/e2/E_B_D_D_B_B.xyz,-974.23682911,hf,23,reactant-complex-constrained-conformers/e2/E_B_D_D_B_B/23.xyz,-974.26854436,19.901619847238194,rcc
E_B_D_D_C_B,e2,0,transition-states/e2/E_B_D_D_C_B.xyz,-3087.101264,hf,23,reactant-complex-constrained-conformers/e2/E_B_D_D_C_B/23.xyz,-3087.12837962,17.015308445177368,rcc
E_B_D_E_A_A,e2,0,transition-states/e2/E_B_D_E_A_A.xyz,-531.22737482,hf,23,reactant-complex-constrained-conformers/e2/E_B_D_E_A_A/23.xyz,-531.26664293,24.641111053530828,rcc
E_B_D_E_B_A,e2,0,transition-states/e2/E_B_D_E_B_A.xyz,-891.26916567,hf,26,reactant-complex-constrained-conformers/e2/E_B_D_E_B_A/26.xyz,-891.30038515,19.590519475326165,rcc
E_B_D_E_B_B,e2,0,transition-states/e2/E_B_D_E_B_B.xyz,-990.23137719,hf,26,reactant-complex-constrained-conformers/e2/E_B_D_E_B_B/26.xyz,-990.26737585,22.589500203587896,rcc
E_B_D_E_C_A,e2,0,transition-states/e2/E_B_D_E_C_A.xyz,-3004.13508958,hf,12,reactant-complex-constrained-conformers/e2/E_B_D_E_C_A/12.xyz,-3004.15774982,14.21951528443243,rcc
E_B_E_A_A_A,e2,0,transition-states/e2/E_B_E_A_A_A.xyz,-492.1899606,hf,11,reactant-complex-constrained-conformers/e2/E_B_E_A_A_A/11.xyz,-492.22182759,19.996838134854656,rcc
E_B_E_A_B_A,e2,0,transition-states/e2/E_B_E_A_B_A.xyz,-852.22497881,hf,0,reactant-complex-constrained-conformers/e2/E_B_E_A_B_A/00.xyz,-852.25758708,20.461998357787984,rcc
E_B_E_A_B_B,e2,0,transition-states/e2/E_B_E_A_B_B.xyz,-951.20211591,hf,13,reactant-complex-constrained-conformers/e2/E_B_E_A_B_B/13.xyz,-951.22455868,14.08305079921776,rcc
E_B_E_A_C_B,e2,0,transition-states/e2/E_B_E_A_C_B.xyz,-3064.05795023,hf,12,reactant-complex-constrained-conformers/e2/E_B_E_A_C_B/12.xyz,-3064.086287,17.7815916392819,rcc
E_B_E_C_C_A,e2,0,transition-states/e2/E_B_E_C_C_A.xyz,-3056.84835788,hf,15,reactant-complex-constrained-conformers/e2/E_B_E_C_C_A/15.xyz,-3056.86966075,13.367752749734297,rcc
E_B_E_D_A_A,e2,0,transition-states/e2/E_B_E_D_A_A.xyz,-531.2260868,hf,21,reactant-complex-constrained-conformers/e2/E_B_E_D_A_A/21.xyz,-531.2657199,24.870145736527924,rcc
E_B_E_D_B_A,e2,0,transition-states/e2/E_B_E_D_B_A.xyz,-891.26838379,hf,15,reactant-complex-constrained-conformers/e2/E_B_E_D_B_A/15.xyz,-891.29450161,16.389179491854417,rcc
E_B_E_D_B_B,e2,0,transition-states/e2/E_B_E_D_B_B.xyz,-990.23173706,hf,11,reactant-complex-constrained-conformers/e2/E_B_E_D_B_B/11.xyz,-990.26602979,21.519012966454866,rcc
E_B_E_E_A_A,e2,0,transition-states/e2/E_B_E_E_A_A.xyz,-547.22701538,hf,18,reactant-complex-constrained-conformers/e2/E_B_E_E_A_A/18.xyz,-547.26424052,23.359128023345534,rcc
E_B_E_E_B_B,e2,0,transition-states/e2/E_B_E_E_B_B.xyz,-1006.22977822,hf,2,reactant-complex-constrained-conformers/e2/E_B_E_E_B_B/02.xyz,-1006.26026705,19.132029678150207,rcc
E_B_E_E_B_C,e2,0,transition-states/e2/E_B_E_E_B_C.xyz,-1366.30295594,hf,2,reactant-complex-constrained-conformers/e2/E_B_E_E_B_C/02.xyz,-1366.38200539,49.6042787944502,rcc
E_C_A_A_C_B,e2,0,transition-states/e2/E_C_A_A_C_B.xyz,-2897.25476785,hf,3,reactant-complex-constrained-conformers/e2/E_C_A_A_C_B/03.xyz,-2897.26911736,9.00445347322712,rcc
E_C_A_B_B_A,e2,0,transition-states/e2/E_C_A_B_B_A.xyz,-888.96305276,hf,1,reactant-complex-constrained-conformers/e2/E_C_A_B_B_A/01.xyz,-888.96650228,2.164606480972503,rcc
E_C_A_B_B_B,e2,0,transition-states/e2/E_C_A_B_B_B.xyz,-987.94058085,hf,1,reactant-complex-constrained-conformers/e2/E_C_A_B_B_B/01.xyz,-987.93817618,-1.508953206944456,rcc
E_C_A_C_A_A,e2,0,transition-states/e2/E_C_A_C_A_A.xyz,-417.15556699,hf,10,reactant-complex-constrained-conformers/e2/E_C_A_C_A_A/10.xyz,-417.16417639,5.402480066006162,rcc
E_C_A_C_A_B,e2,0,transition-states/e2/E_C_A_C_A_B.xyz,-516.12607817,hf,10,reactant-complex-constrained-conformers/e2/E_C_A_C_A_B/10.xyz,-516.13362696,4.736937242704689,rcc
E_C_A_C_B_A,e2,0,transition-states/e2/E_C_A_C_B_A.xyz,-777.19453225,hf,12,reactant-complex-constrained-conformers/e2/E_C_A_C_B_A/12.xyz,-777.20005439,3.46519516712737,rcc
E_C_A_C_B_B,e2,0,transition-states/e2/E_C_A_C_B_B.xyz,-876.16549029,hf,22,reactant-complex-constrained-conformers/e2/E_C_A_C_B_B/22.xyz,-876.16986605,2.745830856236561,rcc
E_C_A_C_C_A,e2,0,transition-states/e2/E_C_A_C_C_A.xyz,-2890.04656661,hf,12,reactant-complex-constrained-conformers/e2/E_C_A_C_C_A/12.xyz,-2890.06096178,9.033105555856071,rcc
E_C_A_C_C_B,e2,0,transition-states/e2/E_C_A_C_C_B.xyz,-2989.02749917,hf,12,reactant-complex-constrained-conformers/e2/E_C_A_C_C_B/12.xyz,-2989.03099376,2.192888333074758,rcc
E_C_A_D_A_A,e2,0,transition-states/e2/E_C_A_D_A_A.xyz,-364.41164324,hf,3,reactant-complex-constrained-conformers/e2/E_C_A_D_A_A/03.xyz,-364.45007873,24.11863411524717,rcc
E_C_A_D_B_A,e2,0,transition-states/e2/E_C_A_D_B_A.xyz,-724.46383274,hf,12,reactant-complex-constrained-conformers/e2/E_C_A_D_B_A/12.xyz,-724.48767069,14.958539467189455,rcc
E_C_A_D_B_B,e2,0,transition-states/e2/E_C_A_D_B_B.xyz,-823.4289342,hf,1,reactant-complex-constrained-conformers/e2/E_C_A_D_B_B/01.xyz,-823.45303283,15.122118636957483,rcc
E_C_A_D_C_A,e2,0,transition-states/e2/E_C_A_D_C_A.xyz,-2837.34354111,hf,18,reactant-complex-constrained-conformers/e2/E_C_A_D_C_A/18.xyz,-2837.34885488,3.3344410180908555,rcc
E_C_A_D_C_B,e2,0,transition-states/e2/E_C_A_D_C_B.xyz,-2936.29568049,hf,15,reactant-complex-constrained-conformers/e2/E_C_A_D_C_B/15.xyz,-2936.31423882,11.645527897729997,rcc
E_C_A_E_A_A,e2,0,transition-states/e2/E_C_A_E_A_A.xyz,-380.40586515,hf,1,reactant-complex-constrained-conformers/e2/E_C_A_E_A_A/01.xyz,-380.44413331,24.01363295494549,rcc
E_C_A_E_B_B,e2,0,transition-states/e2/E_C_A_E_B_B.xyz,-839.42301756,hf,17,reactant-complex-constrained-conformers/e2/E_C_A_E_B_B/17.xyz,-839.44603192,14.441728939528602,rcc
E_C_A_E_C_A,e2,0,transition-states/e2/E_C_A_E_C_A.xyz,-2853.34522879,hf,4,reactant-complex-constrained-conformers/e2/E_C_A_E_C_A/04.xyz,-2853.34322019,-1.2604155295741082,rcc
E_C_A_E_C_B,e2,0,transition-states/e2/E_C_A_E_C_B.xyz,-2952.29017067,hf,5,reactant-complex-constrained-conformers/e2/E_C_A_E_C_B/05.xyz,-2952.30527567,9.478530605690892,rcc
E_C_B_A_B_C,e2,0,transition-states/e2/E_C_B_A_B_C.xyz,-1347.99924574,hf,29,reactant-complex-constrained-conformers/e2/E_C_B_A_B_C/29.xyz,-1348.04769268,30.400913839271706,rcc
E_C_B_D_B_B,e2,0,transition-states/e2/E_C_B_D_B_B.xyz,-1026.97219475,hf,12,reactant-complex-constrained-conformers/e2/E_C_B_D_B_B/12.xyz,-1026.97231336,0.07442889876398978,rcc
E_C_B_E_A_A,e2,0,transition-states/e2/E_C_B_E_A_A.xyz,-583.95995446,hf,11,reactant-complex-constrained-conformers/e2/E_C_B_E_A_A/11.xyz,-583.96610366,3.8586812579686374,rcc
E_C_B_E_B_A,e2,0,transition-states/e2/E_C_B_E_B_A.xyz,-944.00035558,hf,10,reactant-complex-constrained-conformers/e2/E_C_B_E_B_A/10.xyz,-944.00474103,2.7519114230127526,rcc
E_C_B_E_B_B,e2,0,transition-states/e2/E_C_B_E_B_B.xyz,-1042.96708196,hf,14,reactant-complex-constrained-conformers/e2/E_C_B_E_B_B/14.xyz,-1042.97313655,3.7993125864727992,rcc
E_C_C_A_A_A,e2,0,transition-states/e2/E_C_C_A_A_A.xyz,-417.15675749,hf,10,reactant-complex-constrained-conformers/e2/E_C_C_A_A_A/10.xyz,-417.16418753,4.662420492651649,rcc
E_C_C_A_B_A,e2,0,transition-states/e2/E_C_C_A_B_A.xyz,-777.1921834,hf,12,reactant-complex-constrained-conformers/e2/E_C_C_A_B_A/12.xyz,-777.19963283,4.674587901410761,rcc
E_C_C_A_B_B,e2,0,transition-states/e2/E_C_C_A_B_B.xyz,-876.16361773,hf,0,reactant-complex-constrained-conformers/e2/E_C_C_A_B_B/00.xyz,-876.16967655,3.8019669515849017,rcc
E_C_C_A_B_C,e2,0,transition-states/e2/E_C_C_A_B_C.xyz,-1236.23025718,hf,12,reactant-complex-constrained-conformers/e2/E_C_C_A_B_C/12.xyz,-1236.28258748,32.83775903056058,rcc
E_C_C_A_C_C,e2,0,transition-states/e2/E_C_C_A_C_C.xyz,-3349.0996479,hf,10,reactant-complex-constrained-conformers/e2/E_C_C_A_C_C/10.xyz,-3349.14334471,27.420162261210454,rcc
E_C_C_C_C_C,e2,0,transition-states/e2/E_C_C_C_C_C.xyz,-3440.84551205,hf,13,reactant-complex-constrained-conformers/e2/E_C_C_C_C_C/13.xyz,-3440.87502081,18.51702646799617,rcc
E_C_C_D_A_A,e2,0,transition-states/e2/E_C_C_D_A_A.xyz,-456.19253185,hf,8,reactant-complex-constrained-conformers/e2/E_C_C_D_A_A/08.xyz,-456.20441916,7.45939964610196,rcc
E_C_C_D_B_A,e2,0,transition-states/e2/E_C_C_D_B_A.xyz,-816.23300134,hf,3,reactant-complex-constrained-conformers/e2/E_C_C_D_B_A/03.xyz,-816.23900187,3.7653894244319726,rcc
E_C_C_D_B_B,e2,0,transition-states/e2/E_C_C_D_B_B.xyz,-915.20099756,hf,17,reactant-complex-constrained-conformers/e2/E_C_C_D_B_B/17.xyz,-915.2087313,4.852995119900031,rcc
E_C_C_D_C_A,e2,0,transition-states/e2/E_C_C_D_C_A.xyz,-2929.09572911,hf,13,reactant-complex-constrained-conformers/e2/E_C_C_D_C_A/13.xyz,-2929.09979538,2.5516229492830655,rcc
E_C_C_D_C_B,e2,0,transition-states/e2/E_C_C_D_C_B.xyz,-3028.063247,hf,17,reactant-complex-constrained-conformers/e2/E_C_C_D_C_B/17.xyz,-3028.06976352,4.089178037844706,rcc
E_C_C_E_A_A,e2,0,transition-states/e2/E_C_C_E_A_A.xyz,-472.18580913,hf,15,reactant-complex-constrained-conformers/e2/E_C_C_E_A_A/15.xyz,-472.1955653,6.122089105571976,rcc
E_C_C_E_B_A,e2,0,transition-states/e2/E_C_C_E_B_A.xyz,-832.22697194,hf,10,reactant-complex-constrained-conformers/e2/E_C_C_E_B_A/10.xyz,-832.23165118,2.936267431398144,rcc
E_C_C_E_B_B,e2,0,transition-states/e2/E_C_C_E_B_B.xyz,-931.19426579,hf,0,reactant-complex-constrained-conformers/e2/E_C_C_E_B_B/00.xyz,-931.20045353,3.8828654730222754,rcc
E_C_C_E_C_C,e2,0,transition-states/e2/E_C_C_E_C_C.xyz,-3404.13460661,hf,4,reactant-complex-constrained-conformers/e2/E_C_C_E_C_C/04.xyz,-3404.17420641,24.84924967094457,rcc
E_C_D_A_A_A,e2,0,transition-states/e2/E_C_D_A_A_A.xyz,-364.41042025,hf,3,reactant-complex-constrained-conformers/e2/E_C_D_A_A_A/03.xyz,-364.45007876,24.886090752214336,rcc
E_C_D_A_B_A,e2,0,transition-states/e2/E_C_D_A_B_A.xyz,-724.46313777,hf,12,reactant-complex-constrained-conformers/e2/E_C_D_A_B_A/12.xyz,-724.48794647,15.567694289185548,rcc
E_C_D_A_B_B,e2,0,transition-states/e2/E_C_D_A_B_B.xyz,-823.4291394,hf,0,reactant-complex-constrained-conformers/e2/E_C_D_A_B_B/00.xyz,-823.45300428,14.975438297319693,rcc
E_C_D_A_B_C,e2,0,transition-states/e2/E_C_D_A_B_C.xyz,-1183.52615661,hf,1,reactant-complex-constrained-conformers/e2/E_C_D_A_B_C/01.xyz,-1183.57546646,30.942398039550227,rcc
E_C_D_A_C_B,e2,0,transition-states/e2/E_C_D_A_C_B.xyz,-2936.29584721,hf,14,reactant-complex-constrained-conformers/e2/E_C_D_A_C_B/14.xyz,-2936.31102237,9.522556670502583,rcc
E_C_D_C_A_A,e2,0,transition-states/e2/E_C_D_C_A_A.xyz,-456.19534994,hf,13,reactant-complex-constrained-conformers/e2/E_C_D_C_A_A/13.xyz,-456.20522335,6.19565831628091,rcc
E_C_D_C_B_A,e2,0,transition-states/e2/E_C_D_C_B_A.xyz,-816.23547683,hf,14,reactant-complex-constrained-conformers/e2/E_C_D_C_B_A/14.xyz,-816.24004755,2.868170103256409,rcc
E_C_D_C_C_A,e2,0,transition-states/e2/E_C_D_C_C_A.xyz,-2929.09745169,hf,11,reactant-complex-constrained-conformers/e2/E_C_D_C_C_A/11.xyz,-2929.10048852,1.9056395960739632,rcc
E_C_D_D_A_A,e2,0,transition-states/e2/E_C_D_D_A_A.xyz,-403.45135793,hf,15,reactant-complex-constrained-conformers/e2/E_C_D_D_A_A/15.xyz,-403.49120397,25.003767603924295,rcc
E_C_D_D_B_A,e2,0,transition-states/e2/E_C_D_D_B_A.xyz,-763.50557273,hf,16,reactant-complex-constrained-conformers/e2/E_C_D_D_B_A/16.xyz,-763.52711882,13.520375604025809,rcc
E_C_D_D_B_B,e2,0,transition-states/e2/E_C_D_D_B_B.xyz,-862.4692211,hf,11,reactant-complex-constrained-conformers/e2/E_C_D_D_B_B/11.xyz,-862.49256608,14.649196121771832,rcc
E_C_D_D_C_B,e2,0,transition-states/e2/E_C_D_D_C_B.xyz,-2975.3365392,hf,18,reactant-complex-constrained-conformers/e2/E_C_D_D_C_B/18.xyz,-2975.35135799,9.29893111911117,rcc
E_C_D_E_A_A,e2,0,transition-states/e2/E_C_D_E_A_A.xyz,-419.4465789,hf,5,reactant-complex-constrained-conformers/e2/E_C_D_E_A_A/05.xyz,-419.4879618,25.96816181418935,rcc
E_C_D_E_B_A,e2,0,transition-states/e2/E_C_D_E_B_A.xyz,-779.50330539,hf,19,reactant-complex-constrained-conformers/e2/E_C_D_E_B_A/19.xyz,-779.52419317,13.107279842116075,rcc
E_C_D_E_B_B,e2,0,transition-states/e2/E_C_D_E_B_B.xyz,-878.46519838,hf,19,reactant-complex-constrained-conformers/e2/E_C_D_E_B_B/19.xyz,-878.49064769,15.969683133368202,rcc
E_C_D_E_C_A,e2,0,transition-states/e2/E_C_D_E_C_A.xyz,-2892.37665805,hf,20,reactant-complex-constrained-conformers/e2/E_C_D_E_C_A/20.xyz,-2892.38535549,5.457726000161518,rcc
E_C_D_E_C_B,e2,0,transition-states/e2/E_C_D_E_C_B.xyz,-2991.33304103,hf,19,reactant-complex-constrained-conformers/e2/E_C_D_E_C_B/19.xyz,-2991.35007044,10.68611611261079,rcc
E_C_E_A_A_A,e2,0,transition-states/e2/E_C_E_A_A_A.xyz,-380.40405305,hf,15,reactant-complex-constrained-conformers/e2/E_C_E_A_A_A/15.xyz,-380.44199764,23.810589714436865,rcc
E_C_E_A_B_A,e2,0,transition-states/e2/E_C_E_A_B_A.xyz,-740.45621061,hf,17,reactant-complex-constrained-conformers/e2/E_C_E_A_B_A/17.xyz,-740.4811765,15.66633250340205,rcc
E_C_E_A_B_B,e2,0,transition-states/e2/E_C_E_A_B_B.xyz,-839.42384308,hf,17,reactant-complex-constrained-conformers/e2/E_C_E_A_B_B/17.xyz,-839.44599723,13.90193901481864,rcc
E_C_E_A_C_B,e2,0,transition-states/e2/E_C_E_A_C_B.xyz,-2952.29077086,hf,19,reactant-complex-constrained-conformers/e2/E_C_E_A_C_B/19.xyz,-2952.30593521,9.515773292914611,rcc
E_C_E_C_A_A,e2,0,transition-states/e2/E_C_E_C_A_A.xyz,-472.18901466,hf,12,reactant-complex-constrained-conformers/e2/E_C_E_C_A_A/12.xyz,-472.19595633,4.355963690821697,rcc
E_C_E_C_B_A,e2,0,transition-states/e2/E_C_E_C_B_A.xyz,-832.22947684,hf,17,reactant-complex-constrained-conformers/e2/E_C_E_C_B_A/17.xyz,-832.23244512,1.8626238216749034,rcc
E_C_E_C_B_B,e2,0,transition-states/e2/E_C_E_C_B_B.xyz,-931.19741224,hf,11,reactant-complex-constrained-conformers/e2/E_C_E_C_B_B/11.xyz,-931.20707512,6.063548746775281,rcc
E_C_E_C_C_B,e2,0,transition-states/e2/E_C_E_C_C_B.xyz,-3044.05983803,hf,8,reactant-complex-constrained-conformers/e2/E_C_E_C_C_B/08.xyz,-3044.06159664,1.1035444363401103,rcc
E_C_E_D_A_A,e2,0,transition-states/e2/E_C_E_D_A_A.xyz,-419.44628052,hf,20,reactant-complex-constrained-conformers/e2/E_C_E_D_A_A/20.xyz,-419.48719721,25.67561062227809,rcc
E_C_E_D_B_A,e2,0,transition-states/e2/E_C_E_D_B_A.xyz,-779.50133923,hf,10,reactant-complex-constrained-conformers/e2/E_C_E_D_B_A/10.xyz,-779.52316717,13.697239149268427,rcc
E_C_E_D_C_B,e2,0,transition-states/e2/E_C_E_D_C_B.xyz,-2991.33355732,hf,29,reactant-complex-constrained-conformers/e2/E_C_E_D_C_B/29.xyz,-2991.34952436,10.019468872650595,rcc
E_C_E_E_A_A,e2,0,transition-states/e2/E_C_E_E_A_A.xyz,-435.44671758,hf,29,reactant-complex-constrained-conformers/e2/E_C_E_E_A_A/29.xyz,-435.48567403,24.44554145086582,rcc
E_C_E_E_B_A,e2,0,transition-states/e2/E_C_E_E_B_A.xyz,-795.50157809,hf,17,reactant-complex-constrained-conformers/e2/E_C_E_E_B_A/17.xyz,-795.52188793,12.74461701676557,rcc
E_C_E_E_B_B,e2,0,transition-states/e2/E_C_E_E_B_B.xyz,-894.45884436,hf,15,reactant-complex-constrained-conformers/e2/E_C_E_E_B_B/15.xyz,-894.48620676,17.170165233113856,rcc
E_C_E_E_B_C,e2,0,transition-states/e2/E_C_E_E_B_C.xyz,-1254.53501472,hf,28,reactant-complex-constrained-conformers/e2/E_C_E_E_B_C/28.xyz,-1254.60826815,45.96722133263223,rcc
E_C_E_E_C_B,e2,0,transition-states/e2/E_C_E_E_C_B.xyz,-3007.32541489,hf,13,reactant-complex-constrained-conformers/e2/E_C_E_E_C_B/13.xyz,-3007.34757382,13.904938510058566,rcc
E_D_A_A_B_B,e2,0,transition-states/e2/E_D_A_A_B_B.xyz,-731.68541203,hf,1,reactant-complex-constrained-conformers/e2/E_D_A_A_B_B/01.xyz,-731.70426681,11.831553081427751,rcc
