R1,R2,R3,R4,X,Y,barrier
B,E,A,E,B,C,37.08601078970946
B,E,A,E,C,B,32.808542783259995
B,E,B,A,B,B,5.364262198699
B,E,C,A,B,A,3.0272375511397147
B,E,C,A,C,A,3.707059955558992
B,E,C,A,C,B,7.843378859124672
B,E,C,D,C,B,11.163754041396604
B,E,D,A,A,A,13.610160004082108
B,E,D,A,B,A,8.344146978460492
B,E,D,A,C,A,-6.510228660192976
B,E,D,A,C,B,11.357081362058208
B,E,D,C,A,A,5.917901948153148
B,E,D,C,C,A,4.259393416662064
B,E,D,D,B,A,9.884265828640158
B,E,D,D,B,B,21.41401302857713
B,E,D,E,A,A,16.453116957769712
B,E,E,A,A,A,10.332008941517493
B,E,E,A,B,A,10.499639546184994
B,E,E,A,B,B,22.202730596383596
B,E,E,A,C,B,10.340698229109046
B,E,E,B,B,A,2.4348118727463843
B,E,E,C,B,A,5.3455352493988375
B,E,E,C,B,B,7.985489972328942
B,E,E,D,A,A,18.69396826478353
B,E,E,D,B,A,10.863853200738582
B,E,E,D,B,B,21.528729271560174
B,E,E,D,C,B,19.19889353539089
B,E,E,E,A,A,11.45744456909479
B,E,E,E,C,A,10.016875351973267
C,A,A,A,C,A,7.503506305251284
C,A,A,A,C,B,8.313080240597612
C,A,A,A,C,C,30.04607551133513
C,A,A,C,B,A,0.3247265150371188
C,A,A,C,C,A,1.3620938036424508
C,A,A,C,C,C,22.82004642847588
C,A,A,D,A,A,11.369583107072351
C,A,A,D,A,B,10.741765299272542
C,A,A,D,B,A,9.39713135773474
C,A,A,D,B,B,10.80144613830839
C,A,A,D,B,C,34.76938295034962
C,A,A,E,B,A,10.671735971605703
C,A,A,E,B,B,11.796556586442184
C,A,B,D,A,B,9.85058055462374
C,A,C,A,B,A,1.1018282327915276
C,A,C,C,B,A,-0.3912122475570827
C,A,C,C,C,A,-0.6057917698676016
C,A,C,D,C,A,-0.7628521476225121
C,A,C,D,C,B,10.600583099701083
C,A,C,D,C,C,21.28103748465639
C,A,C,E,C,C,24.69424630092739
C,A,D,A,B,A,6.586398082363808
C,A,D,A,B,B,11.647324919412007
C,A,D,A,B,C,33.79610014489366
C,A,D,A,B,D,36.02304699719308
C,A,D,A,C,A,7.734754185892648
C,A,D,A,C,B,11.169234765157306
C,A,D,C,B,C,28.75811927630043
C,A,D,C,C,C,24.046675858582805
C,A,D,D,A,A,10.516179842886672
C,A,D,D,A,B,12.764417292952244
C,A,D,D,B,A,7.574841349604938
C,A,D,D,B,B,12.649204081529234
C,A,D,D,B,C,32.53203068340701
C,A,D,D,B,D,33.80809976553376
C,A,D,E,B,A,12.986096340101335
C,A,D,E,B,B,17.103137705031962
C,A,D,E,B,C,36.904091023476
C,A,D,E,B,D,32.81674896756769
C,A,E,A,A,A,10.656159052943329
C,A,E,A,B,A,9.692103994445755
C,A,E,A,B,B,12.189419870807994
C,A,E,B,B,D,32.21565554880001
C,A,E,C,B,B,5.16731442137096
C,A,E,D,A,A,12.332986589730757
C,A,E,D,B,A,11.98040372578553
C,A,E,D,B,C,37.09860686969059
C,A,E,D,B,D,34.365570000972646
C,A,E,D,C,D,25.84358302069135
C,A,E,E,B,B,16.913277355822963
C,A,E,E,B,C,38.10137446033768
C,A,E,E,B,D,31.040825913080575
C,A,E,E,C,A,13.208946399926688
C,A,E,E,C,B,12.774896912782744
C,A,E,E,C,D,22.37880665948576
C,B,A,A,A,A,4.1860340788120665
C,B,A,A,B,A,-1.9394533295482743
C,B,A,A,B,B,-12.991883984630515
C,B,A,A,C,A,-0.6339323040321121
C,B,A,A,C,B,4.874745003642258
C,B,A,A,C,C,22.50572079808683
C,B,A,D,B,B,4.972558403141296
C,B,A,E,C,B,10.297843766564196
C,B,A,E,C,C,27.37472588020348
C,B,B,A,B,A,1.5952436340606084
C,B,C,A,A,A,-3.438643832159081
C,B,C,A,B,A,-4.033578966113267
C,B,C,A,B,C,20.54561852299873
C,B,C,C,A,A,-10.090535796505984
C,B,C,C,B,A,-11.956318237673047
C,B,C,E,A,A,-0.1039216899620694
C,B,C,E,B,A,0.8651631262462409
C,B,D,A,B,B,9.920367338041148
C,B,D,E,A,A,9.116336259209657
C,B,D,E,B,A,5.184841112541935
C,B,D,E,B,B,11.635093727789354
C,B,D,E,B,D,25.93138929830717
C,B,D,E,C,B,8.225993928149924
C,B,E,A,A,A,6.159201804180027
C,B,E,A,B,A,9.04504836987519
C,B,E,A,B,B,11.78163193475317
C,B,E,A,C,B,9.363708112496386
C,B,E,A,C,C,30.36449446233726
C,B,E,D,B,A,5.179741869989546
C,B,E,D,B,C,27.796932836173788
C,B,E,D,C,A,3.5929571861501017
C,B,E,D,C,B,6.8281977789406705
C,B,E,E,B,A,7.374187258539868
C,C,A,A,B,B,1.120138306932153
C,C,A,A,B,C,25.873511150863685
C,C,A,B,B,A,-6.594905826432979
C,C,A,C,A,B,-7.319495930588991
C,C,A,C,B,A,-4.6546408705551325
C,C,A,C,B,B,-5.695676646289872
C,C,A,C,C,A,-4.746220645610823
C,C,A,D,A,A,3.4161504721999845
C,C,A,D,A,B,3.775980592930456
C,C,A,D,B,B,3.9813905447645497
C,C,A,D,B,C,25.084127117066068
C,C,A,D,C,C,19.3464968525223
C,C,A,E,A,A,3.88225297323198
C,C,A,E,B,B,4.6191597760824115
C,C,A,E,B,C,29.844712874498892
C,C,B,B,A,A,-8.2011108891322
C,C,B,B,B,A,-8.373877916633756
C,C,B,C,B,A,-7.345765762717893
C,C,B,D,C,C,13.916553590556052
C,C,C,A,A,A,-4.6771132610912565
C,C,C,A,A,B,-5.241818215867951
C,C,C,A,B,A,-5.3230336037474535
C,C,C,A,B,C,18.636307432859336
C,C,C,A,C,A,-4.928456787951978
C,C,C,B,A,A,-10.414273871314442
C,C,C,B,B,A,-11.224574075250834
C,C,C,C,B,A,-11.903947825280115
C,C,C,D,B,A,-2.8989490592991736
C,C,C,D,B,C,19.373358615577324
C,C,C,D,C,C,13.82333086578292
C,C,C,E,A,A,0.5872919805905132
C,C,C,E,B,C,25.189727306788143
C,C,C,E,C,C,17.644765339122156
C,C,D,B,B,A,-3.1974869770422947
C,C,D,C,B,A,-1.4043081887985958
C,C,D,D,B,B,8.321703379808685
C,C,D,D,C,B,6.392456623704662
C,C,D,D,C,C,16.514457513914543
C,C,D,E,B,A,6.076418900839356
C,C,D,E,B,B,12.387630249016507
C,C,E,A,A,A,3.9982570409124016
C,C,E,A,B,A,6.318159905153274
C,C,E,A,B,B,7.928969881684008
C,C,E,A,B,C,30.77208455314445
C,C,E,A,B,D,26.98410195125668
C,C,E,B,A,A,4.570478998619545
C,C,E,B,B,A,7.919335013640173
C,C,E,C,B,A,3.7986813581888894
C,C,E,C,B,B,4.976477801445392
C,C,E,C,C,A,3.902981766928456
C,C,E,D,B,A,6.082118926826137
C,C,E,D,B,D,24.911205010720955
C,C,E,D,C,B,9.281400598144195
C,C,E,D,C,C,22.811859122029194
C,C,E,E,A,A,5.369885601530125
C,C,E,E,B,A,7.204448822220485
C,C,E,E,B,B,10.753135235724068
C,C,E,E,B,C,31.63602133399713
C,C,E,E,B,D,22.55416996196295
C,C,E,E,C,B,7.964084405711754
C,C,E,E,C,C,24.17823204610374
C,D,A,A,A,A,7.9832088630042115
C,D,A,A,A,B,10.032627550661656
C,D,A,A,B,A,8.013111059009226
C,D,A,A,B,B,9.002320224757899
C,D,A,A,B,C,36.72066586708689
C,D,A,D,A,A,9.8727967075799
C,D,A,D,B,A,9.083650904704623
C,D,A,D,B,B,11.074777732637703
C,D,A,D,B,C,35.439348014390454
C,D,A,E,A,A,8.128621506287223
C,D,A,E,B,A,9.655267195963646
C,D,A,E,B,B,9.749225139610301
C,D,A,E,B,C,36.38454223987442
C,D,A,E,C,A,9.656808168123598
C,D,A,E,C,B,10.784859495551343
C,D,C,C,B,A,0.8301238948438638
C,D,C,D,C,C,22.291444588424753
C,D,C,E,B,B,2.429267153807249
C,D,D,A,A,A,8.765477374139332
C,D,D,A,B,A,8.037450432406239
C,D,D,A,B,B,14.169738808148963
C,D,D,A,B,C,35.506533952688635
C,D,D,D,B,A,7.302708285903907
C,D,D,D,B,B,12.020758110516605
C,D,D,D,B,C,32.19896668619801
C,D,D,D,C,C,25.309473027368426
C,D,D,E,A,A,12.998308836436124
C,D,D,E,B,A,10.521351608950203
C,D,D,E,B,B,14.187310059546338
C,D,D,E,B,C,35.422131811398174
C,D,D,E,C,C,28.202232147186745
C,D,E,A,A,A,9.507912021555356
C,D,E,A,B,A,10.837315827546751
C,D,E,A,B,B,14.812247160564766
C,D,E,A,B,C,39.557056817601705
C,D,E,A,B,D,30.0845994470653
C,D,E,A,C,A,8.553085133571503
C,D,E,A,C,B,10.463261446500267
C,D,E,A,C,C,33.109458058405444
C,D,E,C,B,B,4.000541078496766
C,D,E,D,B,A,10.589309714958167
C,D,E,D,B,C,36.504377220571996
C,D,E,D,C,C,29.150616900778108
C,E,A,A,A,A,18.021889714936574
C,E,A,A,A,C,40.51798055553622
C,E,A,A,B,A,9.804362912481164
C,E,A,A,B,B,14.234452885825887
C,E,A,B,C,B,10.281076511654536
C,E,A,C,A,A,6.000996884794327
C,E,A,C,B,A,1.4831881706654837
C,E,A,C,C,A,4.7768024996892455
C,E,A,C,C,B,9.44723896447873
C,E,A,D,B,A,11.431781449578883
C,E,A,D,B,B,16.543561755051794
C,E,A,D,B,C,32.80745141653141
C,E,A,E,A,A,21.073412634198483
C,E,A,E,B,A,13.286639078387227
C,E,A,E,C,B,21.437548438109282
C,E,B,A,B,A,-1.6489305432625767
C,E,B,A,B,B,1.3021080412079955
C,E,B,A,C,B,2.551341732584854
C,E,B,D,B,B,0.6495932469747703
C,E,B,E,C,B,4.721693073797524
C,E,C,A,B,A,0.6206533929920912
C,E,C,A,B,B,2.833097847258318
C,E,C,A,B,D,24.404499629049138
C,E,C,A,C,A,1.3293935386856233
C,E,C,A,C,B,3.8766807831841366
C,E,C,C,B,A,2.453598415446161
C,E,C,C,B,B,-11.559255455172154
C,E,C,D,A,A,7.2019542989207865
C,E,C,D,B,C,25.050544036896344
C,E,C,E,B,A,1.387045557445195
C,E,C,E,B,C,25.294286156220174
C,E,C,E,C,A,2.632232394419671
C,E,D,A,A,A,17.087648963412313
C,E,D,A,B,A,8.176663064030635
C,E,D,A,B,B,18.995741099212683
C,E,D,A,B,C,31.096295698324518
C,E,D,A,C,A,-3.531813598800529
C,E,D,A,C,B,14.741907059699185
C,E,D,C,B,B,7.380989056652446
C,E,D,C,C,A,-3.5465860338400432
C,E,D,C,C,B,8.435870471376095
C,E,D,C,C,C,24.04103596998424
C,E,D,D,B,A,7.935590703478793
C,E,D,D,B,B,17.114115336348874
C,E,D,D,C,B,16.60094417762714
C,E,D,E,B,A,12.619243839402632
C,E,D,E,B,B,18.098441153629444
C,E,D,E,C,B,18.242214818761774
C,E,E,A,A,A,16.896402989505802
C,E,E,A,B,A,10.737021971669199
C,E,E,A,B,B,18.67997287842392
C,E,E,A,C,B,17.685566222918233
C,E,E,B,B,B,0.9003601294913368
C,E,E,C,A,A,6.294904393780332
C,E,E,C,B,A,1.4729762672026414
C,E,E,C,C,A,2.5273813786291406
C,E,E,C,C,C,24.594039888637266
C,E,E,D,A,A,20.65838655736848
C,E,E,D,B,A,10.65370638577836
C,E,E,D,B,B,21.10439261838448
C,E,E,D,C,B,10.690253693734107
C,E,E,E,A,A,15.776078202114705
C,E,E,E,B,A,9.548841685003266
C,E,E,E,B,B,16.014521154971117
C,E,E,E,C,B,17.648300167728827
D,A,A,A,C,A,10.34390956541302
D,A,A,A,C,B,11.194302129858
D,A,A,A,C,C,35.230574765926534
D,A,A,C,B,A,2.0092510259181684
D,A,A,D,A,A,13.011624920286007
D,A,A,D,B,A,3.8845102200490467
D,A,A,D,B,B,0.20511023982393084
D,A,A,D,C,A,3.0472602632083685
D,A,A,D,C,B,11.663049005900168
D,A,A,D,C,C,33.15282366991065
D,A,A,D,C,D,26.74624599406514
D,A,A,E,B,A,7.247357302589747
D,A,A,E,B,B,14.8396252862993
D,A,A,E,B,C,40.38158913905753
D,A,A,E,B,D,30.326723109420534
D,A,A,E,C,B,12.33235023615093
D,A,A,E,C,C,33.397574200754924
D,A,A,E,C,D,22.8133357710532
D,A,B,A,C,B,8.768788670386492
D,A,C,A,A,A,-0.36089356897957936
D,A,C,A,A,B,-4.174799403328054
D,A,C,A,B,B,1.8734480924053951
D,A,C,A,C,B,1.3340638130673603
D,A,C,C,C,B,-13.144332637807242
D,A,C,D,A,B,-2.527112303591162
D,A,C,E,B,B,4.751986400736868
D,A,D,A,A,A,12.206502889979632
D,A,D,A,B,B,2.475711238017995
D,A,D,A,B,C,39.829669101143494
D,A,D,A,B,D,35.739880539476
D,A,D,A,C,A,8.972687326835825
D,A,D,A,C,B,11.985736335151634
D,A,D,A,C,C,33.38469580712998
D,A,D,C,A,A,0.5882508904181618
D,A,D,C,B,B,3.8249989441351513
D,A,D,D,B,A,9.696372585919436
D,A,D,D,B,B,13.874602083770476
D,A,D,D,B,C,36.84225682762114
D,A,D,E,C,A,8.314049434896807
D,A,D,E,C,B,11.516410603367165
D,A,D,E,C,C,31.25526243317546
D,A,E,A,B,B,14.85359037950592
D,A,E,A,B,C,40.36094740711639
D,A,E,A,B,D,31.697909528171216
D,A,E,A,C,A,5.7487612432796915
D,A,E,A,C,B,12.840773047250288
D,A,E,A,C,C,33.94805507381134
D,A,E,B,B,A,2.453272478880796
D,A,E,C,C,C,29.38099218936164
D,A,E,D,A,B,22.119340320114627
D,A,E,D,B,A,10.831699454897306
D,A,E,D,B,B,15.18294668001178
D,A,E,D,B,C,36.98766480944885
D,A,E,D,C,A,8.30704423958163
D,A,E,D,C,C,30.44987196670327
D,A,E,E,A,A,9.533772427404912
D,A,E,E,B,A,10.212021670022636
D,A,E,E,B,B,14.469407229675296
D,A,E,E,B,C,36.421992989221465
D,A,E,E,B,D,22.943626633194672
D,A,E,E,C,A,5.732033109110246
D,A,E,E,C,B,13.555451280058987
D,A,E,E,C,C,30.76025659082265
D,B,A,A,A,A,1.2558767439922995
D,B,A,A,B,A,8.111615366866593
D,B,A,A,B,B,9.320256348502381
D,B,A,A,B,C,38.10885420846835
D,B,A,A,B,D,34.128716700739304
D,B,A,D,B,A,5.1049561714825336
D,B,A,D,B,B,8.638846902938898
D,B,A,D,B,C,34.29112269935977
D,B,A,D,C,A,2.939563378487075
D,B,A,D,C,B,7.127643201198094
D,B,A,D,C,C,27.032766171229447
D,B,A,E,A,A,8.555377528036665
D,B,D,A,B,A,7.9677768503538395
D,B,D,A,B,B,13.756845857573115
D,B,D,A,C,B,7.746767153067213
D,B,D,D,A,A,7.392506098532268
D,B,D,D,B,A,4.689278686790253
D,B,D,D,B,B,10.717056918208293
D,B,D,E,B,A,4.985163000802839
D,B,D,E,B,B,13.444362446010384
D,B,D,E,C,A,4.664210586224755
D,B,D,E,C,B,7.2047026733152535
D,B,E,D,A,A,7.177458551360707
D,B,E,D,B,A,9.987779510604364
D,B,E,D,B,B,15.533773231604702
D,B,E,E,A,A,8.284066186857164
D,B,E,E,B,B,16.63909657589097
D,B,E,E,B,C,36.78039318184869
D,B,E,E,B,D,22.070649526829065
D,B,E,E,C,A,3.759909290595149
D,C,A,A,B,B,7.193629488545964
D,C,A,A,B,C,37.07817538496326
D,C,A,A,B,D,32.84982904481783
D,C,A,D,B,A,6.072736827891268
D,C,A,D,B,B,7.367536947358952
D,C,A,D,B,C,33.877470138049716
D,C,A,E,A,A,4.2743228155476345
D,C,A,E,B,A,7.6280915899545025
D,C,A,E,B,B,9.974847266443279
D,C,A,E,B,C,36.58512433642731
D,C,A,E,B,D,26.144940102173592
D,C,A,E,C,B,5.6350552161174985
D,C,A,E,C,C,28.982476727809026
D,C,A,E,C,D,18.381472271703288
D,C,C,A,C,B,3.018246896195925
D,C,C,A,C,C,23.358472839145783
D,C,C,D,A,B,-2.086682392703354
D,C,D,A,B,A,6.297608644338029
D,C,D,A,B,B,11.324893791601806
D,C,D,A,B,C,35.07777556250244
D,C,D,A,C,A,5.143070087785519
D,C,D,A,C,B,8.703871053332517
D,C,D,A,C,C,28.668092979586877
D,C,D,B,B,A,8.104991444145401
D,C,D,D,A,A,6.5334623570034625
D,C,D,D,C,B,7.369924134897261
D,C,D,D,C,C,24.36956840262173
D,C,D,E,C,A,4.977404913416233
D,C,D,E,C,B,8.808456705610073
D,C,E,A,A,A,9.772470055686787
D,C,E,A,C,A,9.117110255905242
D,C,E,A,C,C,31.96087612456164
D,C,E,B,B,C,33.10055499785917
D,C,E,C,C,C,24.506325585938306
D,C,E,D,A,A,8.21487388981875
D,C,E,D,B,C,34.58213933922955
D,C,E,D,B,D,25.627249338105763
D,C,E,D,C,B,10.630373548441561
D,C,E,D,C,C,28.070908431119822
D,C,E,E,A,A,6.1954102469053005
D,C,E,E,B,A,8.573234796791294
D,C,E,E,B,B,12.664252842402911
D,C,E,E,B,C,35.62582213168492
D,C,E,E,B,D,21.662066713136173
D,C,E,E,C,B,6.9804958698914685
D,C,E,E,C,C,25.567447316779948
D,D,A,A,B,A,3.994640862218978
D,D,A,A,B,B,1.0497888352532314
D,D,A,A,B,C,33.947500144825156
D,D,A,C,A,A,-5.680968029097754
D,D,A,C,C,B,-3.1850278653887933
D,D,A,C,C,C,26.05530519577669
D,D,A,D,B,A,8.735563060437935
D,D,A,D,B,B,9.825515760069546
D,D,A,D,B,C,35.77188462671425
D,D,A,D,C,A,-1.8619994688125685
D,D,A,D,C,B,-1.6243488362509355
D,D,A,D,C,C,23.19988780780175
D,D,A,E,A,A,6.011565702504264
D,D,A,E,A,B,11.322061540362485
D,D,A,E,B,B,7.812746595927693
D,D,A,E,B,C,33.98291016442934
D,D,B,E,A,A,-6.406224459603026
D,D,C,A,C,C,27.21540978583321
D,D,C,D,B,B,-0.19710456191509612
D,D,C,D,B,C,31.16424792425149
D,D,C,E,A,A,-7.075234066626142
D,D,C,E,C,B,0.14312156016265298
D,D,D,A,A,A,3.7638991524804553
D,D,D,A,B,A,9.234134458137284
D,D,D,A,B,B,12.903311885097228
D,D,D,A,B,C,37.36200626197244
D,D,D,A,C,A,-1.9335783016545405
D,D,D,A,C,C,23.837699482021844
D,D,D,C,A,A,-1.4291790250043928
D,D,D,C,C,B,3.462650888529052
D,D,D,C,C,C,25.25973846318481
D,D,D,D,A,A,9.494679584097595
D,D,D,D,B,A,7.634453215231332
D,D,D,D,C,A,4.2480418639655815
D,D,D,D,C,B,6.0661832907552675
D,D,D,D,C,C,25.774230710620465
D,D,D,E,A,A,8.47825011636662
D,D,D,E,C,A,3.477276249955412
D,D,D,E,C,C,23.635577478642997
D,D,E,A,A,A,10.534802579178104
D,D,E,A,B,B,3.3836445152972203
D,D,E,A,B,C,38.736089198909546
D,D,E,A,C,A,8.883411957596623
D,D,E,A,C,C,30.389689327154628
D,D,E,C,B,C,32.62244762813779
D,D,E,C,C,B,-2.929855284919052
D,D,E,C,C,C,26.166018679873496
D,D,E,D,C,A,5.726925277222017
D,D,E,D,C,B,6.175159919209943
D,D,E,D,C,C,25.696120882840773
D,D,E,E,B,C,30.909364672729996
D,E,A,B,C,B,3.5124328647811263
D,E,A,C,A,A,0.05067118193392249
D,E,A,C,B,A,0.6540017264083655
D,E,A,C,C,A,2.6644892233193977
D,E,A,C,C,B,5.34727579067601
D,E,A,D,A,A,17.57580526581933
D,E,A,D,C,B,17.329899365166966
D,E,A,E,B,A,12.904886592385974
D,E,A,E,B,B,19.11309157702275
D,E,B,A,B,B,7.000303109930506
D,E,B,A,C,B,-4.529198247348466
D,E,B,D,B,B,0.6902307801323677
D,E,C,A,A,A,0.7705915017456242
D,E,C,A,B,A,2.8824263146272804
D,E,C,A,C,A,1.3075757658228415
D,E,C,A,C,B,2.552545336060424
D,E,C,D,A,A,1.0281773837100543
D,E,C,D,C,A,0.4876123374267505
D,E,C,E,A,A,1.9497659392481088
D,E,C,E,C,A,2.9712549028102044
D,E,D,B,A,A,-2.1621515191854583
D,E,D,B,B,A,-0.6680117013178783
D,E,D,B,C,B,3.772199884196265
D,E,D,C,B,A,1.4903006898910405
D,E,D,D,A,A,16.489825837627954
D,E,D,D,B,A,9.485615140735693
D,E,D,D,B,B,16.88035518532531
D,E,D,D,C,A,6.5751347696198525
D,E,D,D,C,B,13.598304477489998
D,E,D,E,A,A,20.189161714808193
D,E,D,E,B,A,12.504292580971232
D,E,D,E,B,B,19.982808293928368
D,E,D,E,C,B,16.712863801676498
D,E,E,A,A,A,16.62983775219633
D,E,E,A,B,A,14.046669910158027
D,E,E,A,B,B,17.984636426631877
D,E,E,A,C,A,8.190817015081805
D,E,E,A,C,B,13.082202544705071
D,E,E,B,A,A,2.0473102018179814
D,E,E,C,A,A,1.2931634648290269
D,E,E,C,B,A,3.381087814775664
D,E,E,D,B,B,17.46755689593283
D,E,E,D,C,B,14.427512500338617
D,E,E,E,A,A,13.542673504787025
D,E,E,E,B,A,11.010059268375187
D,E,E,E,B,B,17.15433311081656
E,A,A,A,B,A,6.423493037763325
E,A,A,A,B,B,2.627203821057794
E,A,A,A,C,B,11.448800763360842
E,A,A,B,B,A,3.2518976111432334
E,A,A,B,B,B,-1.1874033690728223
E,A,A,B,C,B,-0.6122470349959341
E,A,A,C,B,B,1.5774526442116166
E,A,A,D,A,A,21.38428410622437
E,A,A,D,A,B,5.704337173638438
E,A,A,D,C,A,4.8539482223399055
E,A,A,D,C,B,-3.0061312902242183
E,A,A,E,A,A,21.63897327767015
E,A,A,E,B,B,20.002665862356814
E,A,A,E,C,A,13.681322880484615
E,A,A,E,C,B,21.866907363655766
E,A,B,D,C,B,1.9672580634806158
E,A,B,E,A,A,5.526215462070125
E,A,C,A,A,A,2.9217337694915098
E,A,C,A,B,B,2.156311393704712
E,A,C,A,C,B,5.073068856931544
E,A,C,D,A,A,3.9291483839777417
E,A,C,D,B,A,1.217137703237026
E,A,C,D,B,B,4.259849749315963
E,A,C,D,C,A,1.506086304679477
E,A,C,D,C,B,4.18946297666613
E,A,C,E,A,A,4.863229173920285
E,A,C,E,B,A,2.8221356785143343
E,A,D,A,B,A,-0.6580769385198648
E,A,D,B,C,B,0.48082356563849604
E,A,D,C,B,A,-0.305585834059765
E,A,D,C,B,B,3.1817670688538726
E,A,D,C,B,C,12.131989072868937
E,A,D,D,B,A,10.832751772646484
E,A,D,D,B,B,16.522973609495786
E,A,D,D,C,A,8.777386746979557
E,A,D,D,C,B,-11.782232697685313
E,A,D,E,A,A,22.409924151371477
E,A,D,E,B,A,14.150144301419369
E,A,D,E,B,B,22.79785129430818
E,A,D,E,C,A,12.093120166493394
E,A,D,E,C,B,15.935314581545816
E,A,E,A,A,A,20.970601218983198
E,A,E,A,B,A,12.820404555885274
E,A,E,A,B,B,16.43017445532233
E,A,E,A,C,A,12.716613286175384
E,A,E,A,C,B,14.577061829437639
E,A,E,C,A,A,2.354893979399914
E,A,E,C,B,A,-0.6894416971296251
E,A,E,C,C,A,0.3917987237414122
E,A,E,D,A,A,22.448504822842327
E,A,E,D,B,A,12.863792268369055
E,A,E,D,B,B,17.317788011566346
E,A,E,D,C,A,9.931243433947806
E,A,E,E,A,A,18.13507069660778
E,A,E,E,B,A,12.759431933458902
E,A,E,E,B,B,19.336556136356293
E,A,E,E,C,A,8.87621672013533
E,A,E,E,C,B,14.695533005400865
E,B,A,A,C,A,-8.910028120331171
E,B,A,B,B,A,-1.686826642454223
E,B,A,C,A,A,9.553432909783844
E,B,A,C,B,A,-17.506649250538793
E,B,A,C,B,B,6.111150720610633
E,B,A,C,C,A,0.9527295808075004
E,B,A,C,C,B,-3.7519488730888906
E,B,A,D,A,A,15.594268794680106
E,B,A,D,B,A,12.77549323194778
E,B,A,D,B,B,13.119259204505733
E,B,A,D,C,A,-1.8159371614882025
E,B,A,E,B,A,16.632404361561772
E,B,A,E,B,B,17.803253176221997
E,B,A,E,C,A,16.866309000357226
E,B,B,A,A,A,2.35865521501784
E,B,B,D,B,A,3.1196364980185485
E,B,B,E,A,A,4.333564266365472
E,B,B,E,B,A,5.25836839734263
E,B,C,A,A,A,6.3428009395793365
E,B,C,A,B,A,-2.1977418478377064
E,B,C,A,C,A,5.7681401297160075
E,B,C,A,C,B,6.485951714727602
E,B,C,D,B,A,2.8881756671417307
E,B,C,D,C,A,4.602972175250856
E,B,D,A,B,A,11.936358578779714
E,B,D,A,B,B,20.347926344782863
E,B,D,A,C,B,18.223365881940783
E,B,D,C,A,A,9.260135756320457
E,B,D,C,C,A,0.8751892839053291
E,B,D,D,B,A,10.575508697368187
E,B,D,D,B,B,19.43308028646005
E,B,D,D,C,B,17.426089281571436
E,B,D,E,B,A,15.424116551878667
E,B,D,E,B,B,27.55154929187912
E,B,D,E,C,A,10.41895358571143
E,B,E,A,A,A,16.422503134025234
E,B,E,A,B,A,14.673215425732113
E,B,E,A,B,B,13.497845638080456
E,B,E,C,C,A,0.8183558077350026
E,B,E,D,A,A,19.49623482092052
E,B,E,D,B,B,20.434897089607826
E,B,E,E,A,A,18.6924686859184
E,B,E,E,B,B,19.690853243728693
E,B,E,E,B,C,40.27715803483528
E,C,A,A,C,B,9.960243125550466
E,C,A,B,B,B,-0.6911351397593952
E,C,A,C,A,A,4.744175005373559
E,C,A,C,A,B,2.00831366948852
E,C,A,C,B,A,1.3648542364477103
E,C,A,C,B,B,0.8409265449380379
E,C,A,C,C,A,0.09188146840745047
E,C,A,C,C,B,3.732352841097887
E,C,A,D,A,A,17.560762504558728
E,C,A,D,B,A,11.13167787515204
E,C,A,D,B,B,15.622244846126044
E,C,A,D,C,A,-1.0928417449382897
E,C,A,D,C,B,15.936603316244426
E,C,A,E,A,A,16.600200803460535
E,C,A,E,B,B,16.853531196284333
E,C,B,A,B,C,27.73154904011217
E,C,B,D,B,B,3.0161784962788665
E,C,B,E,A,A,2.7875220519274126
E,C,C,A,B,A,1.5911206121367605
E,C,C,A,B,C,28.671168398044664
E,C,C,D,A,A,5.661948764035537
E,C,C,D,B,A,1.544449709612994
E,C,C,D,B,B,4.9757132727183775
E,C,C,D,C,A,3.5139489043197885
E,C,C,D,C,B,6.823663863734684
E,C,C,E,A,A,4.822301796168336
E,C,C,E,C,C,23.52472746285273
E,C,D,A,A,A,16.763932055460728
E,C,D,A,B,A,9.596966299810527
E,C,D,A,B,B,17.91554828777218
E,C,D,A,B,C,31.65342369611093
E,C,D,A,C,B,11.741141502936484
E,C,D,C,B,A,2.2340039756993835
E,C,D,C,C,A,3.8539540638775778
E,C,D,D,A,A,18.527638026201068
E,C,D,D,B,A,9.113135349411376
E,C,D,D,B,B,16.756751039042527
E,C,D,D,C,B,12.627436671350264
E,C,D,E,B,A,12.178565896774733
E,C,D,E,B,B,22.938555253872256
E,C,D,E,C,A,10.223916977644317
E,C,D,E,C,B,17.199360615773724
E,C,E,A,B,A,15.17784586624916
E,C,E,A,B,B,14.793054220696053
E,C,E,A,C,B,12.240251563036097
E,C,E,C,A,A,5.046796525696452
E,C,E,D,A,A,20.166969416610264
E,C,E,D,B,A,10.770986134705328
E,C,E,D,C,B,15.097038608885224
E,C,E,E,A,A,16.990536300363072
E,C,E,E,B,A,11.443009475414646
E,C,E,E,B,B,20.318973644362604
E,C,E,E,B,C,42.67387485953857
E,C,E,E,C,B,16.242285421256767
E,D,A,A,B,B,14.625781719251428
E,D,A,B,C,B,1.5262176386096833
E,D,A,C,B,A,1.9113623116336065
E,D,A,C,B,B,0.6135413815694055
E,D,A,C,C,A,3.279443058137209
E,D,A,C,C,B,2.0697045459630896
E,D,A,D,A,A,17.752651850207144
E,D,A,D,B,A,10.954769260040633
E,D,A,D,B,B,15.53487214742615
E,D,A,D,C,A,9.790047458057323
E,D,A,D,C,B,6.646384517771957
