R1,R2,R3,R4,X,Y,low_barrier,barrier
C,E,D,E,B,A,15.568811256079377,10.903646770528658
C,A,E,D,B,B,7.915919063571431,10.917884559518702
E,C,E,C,B,A,15.29800326742874,10.92648442812706
E,C,C,D,B,A,15.129661300826665,10.94870802561633
C,D,D,D,B,B,9.60065022443461,10.95211083261061
D,B,D,A,B,B,8.678048145086578,10.965004167449894
A,B,D,C,B,C,20.093750698039674,11.00607467434804
A,D,C,E,C,A,9.52150872963432,11.012140704902569
C,A,A,E,B,B,8.517110790302555,11.014148403300029
D,A,B,C,A,B,15.17429604974034,11.021314167534362
C,C,E,A,C,C,21.50597959461232,11.040732551254097
E,A,A,B,C,D,-1.147426173216219,11.0685519735723
C,D,B,D,B,B,10.023597885055127,11.077985651272463
B,A,A,E,C,B,11.145961330612561,11.095896292632238
A,D,B,E,C,A,9.545705495030074,11.102683687779308
C,A,D,E,B,B,7.751624533148885,11.132471339451076
A,D,E,C,B,B,5.330209799868876,11.142191523275873
C,D,C,A,C,B,9.21970177298616,11.170009866083737
D,C,A,C,C,B,9.318471764082732,11.175331479948516
A,E,D,D,C,A,8.182936895202339,11.17931408893542
A,D,D,C,C,A,9.95555075785382,11.185626209323903
D,A,E,D,C,A,10.477337435596473,11.199916227580967
B,A,D,D,A,B,18.46123460048633,11.287970730957127
B,E,E,D,B,A,15.850180229138275,11.299309775795289
A,C,E,D,B,B,8.835477721981508,11.306487824631848
E,B,D,D,B,A,15.641727856952626,11.30911680320207
C,C,A,E,C,C,21.917857988318087,11.312142528217567
B,D,D,C,C,B,10.92165806902226,11.314432058071802
B,E,C,D,B,A,8.355985182669656,11.321777803332134
B,E,A,A,B,A,14.919113047047167,11.333403639367836
B,A,D,C,B,C,22.86511491477061,11.369030229344387
A,B,E,D,C,C,19.38600786262483,11.380777394366444
D,A,D,E,C,A,8.349986192332485,11.396340159308371
C,A,D,A,C,D,16.611368046266353,11.404469316464937
A,D,C,D,C,B,5.427913025012048,11.422616704529498
C,D,E,A,A,A,23.151221584371694,11.428663023141052
C,A,B,A,A,B,18.676093844419512,11.438782931802407
A,D,D,B,C,A,11.480066199901232,11.449015396787802
C,A,D,D,A,B,17.53754692977873,11.457061409925352
A,B,C,E,B,B,12.518851658153618,11.45818357066074
A,E,C,A,C,B,-2.496289163767319,11.4627146449504
A,C,D,D,A,B,17.525605424502476,11.504106717661063
E,C,E,A,C,B,7.208515083256031,11.516182111753952
C,E,A,D,C,B,7.692513140884187,11.520741325365393
B,A,C,D,B,C,20.57951205690526,11.559795084227892
D,A,D,D,B,B,5.170119582833464,11.563648816288152
E,A,B,E,B,A,2.2240379032515083,11.56979721871788
A,B,D,E,A,A,20.76523603606621,11.593961036683336
C,A,A,D,A,B,18.30521064489393,11.612317812906806
C,C,D,E,B,B,11.405380022048782,11.623378366478091
C,D,D,A,B,B,9.136494016707186,11.636767871149994
D,C,A,D,B,B,9.117612256564016,11.642273265300792
C,B,A,C,C,C,23.518822909241354,11.64568356066682
B,E,C,A,B,A,14.358546283648502,11.671653450901156
A,E,E,C,C,A,9.695912437642091,11.675853749582778
C,B,D,A,A,B,17.8772052578596,11.728226366684671
C,E,E,A,C,B,8.064701560045467,11.789114080442646
A,E,E,A,C,B,3.1344662986337006,11.794017488920174
B,A,D,A,C,C,18.156453248783098,11.795770784925905
B,E,D,A,B,A,15.614977128040266,11.806836013521744
A,E,D,A,C,A,8.607152124824571,11.846959036149928
D,A,B,E,C,B,6.943812761780461,11.877851495385578
D,A,A,A,B,A,10.023077052206524,11.908985306937172
D,E,E,A,B,B,-9.033105555713393,11.909261245460293
A,D,E,B,C,B,6.86094386067227,11.950958204721204
A,A,B,B,A,A,17.92128152332636,11.982265562755142
C,A,A,A,C,D,16.48233327312593,12.013203550760249
E,D,A,C,C,A,-7.427735517926636,12.032478893581544
C,A,E,C,C,C,19.31723282421287,12.04550968400183
B,C,A,D,A,B,17.947178839319054,12.050899321143213
A,E,A,C,C,A,9.64854802263371,12.052069935962702
A,B,A,D,C,C,18.855103472196408,12.079688178702352
D,A,A,A,B,B,5.072516759285788,12.08016168045866
A,C,D,A,A,B,18.256139404010543,12.08649114082083
D,C,B,A,C,B,11.315552040774516,12.094779458158175
A,A,A,E,B,B,6.3315454928921895,12.09969440695222
C,D,A,B,C,B,11.098270610418815,12.132762460046496
B,A,E,B,B,B,13.42128558284359,12.143994929776984
D,A,B,B,C,A,11.550485312869986,12.155483896928288
D,C,C,A,C,B,10.849525854757754,12.1590076015899
E,A,E,D,C,A,8.604999767261916,12.16543985267402
A,C,A,A,C,D,16.83332442298746,12.165917185436454
D,A,D,C,B,A,12.207167702324462,12.184869474515864
A,C,B,E,C,C,20.724516946202304,12.185751545681327
A,D,C,D,B,A,11.550723766445271,12.18676548311534
D,B,E,E,A,A,21.83892984655153,12.19543784028652
A,A,C,E,B,B,7.318862624344557,12.263186065399909
A,E,E,B,C,A,12.056226573259393,12.282804038967267
C,C,D,C,A,B,19.5748003630156,12.319376777879748
D,A,D,D,B,A,11.332413220377783,12.330533563676834
D,A,D,B,B,B,7.105484302732177,12.347063632233413
C,C,C,D,A,B,19.607437130755557,12.379735973520164
C,A,C,A,C,C,18.783178336151273,12.38210132477915
A,C,A,C,C,C,18.713719312512048,12.447391739486148
C,A,C,C,A,A,15.881907108132435,12.48560190838808
A,E,C,D,C,A,11.274023463795983,12.504017919174432
C,A,B,E,C,C,20.48204728569407,12.513312917534648
E,A,D,C,C,A,10.962904266584799,12.514364039862276
C,D,A,B,A,A,17.763387589551634,12.596940370982576
D,A,E,B,B,A,11.418281616868578,12.596986781509091
D,A,C,A,C,B,6.390054476297301,12.649121444555352
A,A,E,C,B,B,8.414826746074494,12.65267051635448
C,E,D,D,C,B,9.20072588656123,12.689450609071084
D,C,C,B,C,B,11.07376636549355,12.703087164021548
A,C,B,D,A,B,20.301142579228962,12.70754928655013
C,A,D,B,C,C,21.040938598609312,12.722865584343126
B,E,D,C,B,A,15.520336149205544,12.730316117726296
B,A,E,B,A,A,19.053333715001898,12.732845916676476
A,C,A,B,C,C,18.43463447418123,12.736345907067012
A,D,C,A,B,A,11.804162292843477,12.779552487201382
C,C,A,C,A,B,19.72247216755285,12.783437403356174
C,C,C,A,A,B,19.72243451695454,12.785061685249271
C,C,D,A,B,C,23.721677896972444,12.789805724556754
E,A,E,C,C,A,12.420696626187407,12.823789591504624
C,A,D,B,A,B,20.125402275908552,12.825776459033658
A,C,B,E,B,B,13.974817965164918,12.84190748429624
A,C,C,C,A,A,18.195867119046977,12.88022105540723
D,C,E,E,A,A,23.55652995370157,12.886023141653151
A,B,C,A,A,B,17.731666985585854,12.934106072700803
A,A,C,C,A,B,17.19241671905932,12.94187014384092
B,A,D,C,A,B,20.620438224881525,12.943703995131097
E,A,B,A,C,A,11.084647379702101,12.948511265979093
A,C,A,A,A,B,18.397529838687614,12.951325651805512
A,A,B,E,B,B,9.228223351626703,12.95760822141887
A,D,E,E,B,A,11.486993904283354,12.961091068982617
C,D,C,D,A,A,23.701415616139634,12.971249095124085
A,E,A,B,C,A,10.910212295981717,12.977003563385637
D,C,D,C,A,A,23.00183040386701,13.067922301111182
A,B,E,D,C,D,21.47491787568895,13.070025645037836
C,D,D,D,A,A,25.727129150125545,13.135426376755513
A,C,D,E,B,B,10.40945346070249,13.141383412007531
B,A,B,A,A,B,18.809169778568407,13.14635315215783
B,E,E,B,C,B,11.510443933311977,13.146898208356662
D,C,D,D,A,A,25.60544878800543,13.15203456581276
D,C,E,D,A,A,23.504434117143713,13.158010085039775
C,A,B,A,C,C,19.952818345249693,13.174562173481355
A,E,C,A,C,A,11.463148544186481,13.19735317015136
A,A,B,B,B,B,9.371402188332441,13.20735116687508
C,A,C,E,C,C,20.236038471227435,13.2108161975958
E,B,E,D,B,A,18.865909185208338,13.244234153220962
D,A,C,E,C,B,6.951838608113953,13.247366430444128
A,E,C,E,C,A,11.453522548780208,13.253033709055453
A,E,A,D,B,B,3.7557571539973207,13.265342563524602
B,D,C,A,B,B,10.746388397681365,13.286455645571174
A,D,C,E,C,B,7.741396128740347,13.298757827365192
C,D,A,E,C,B,10.663519496573175,13.328364293014324
A,E,E,D,B,A,10.005362459754929,13.334482342384144
C,E,D,A,C,B,9.62388062525844,13.340021490280709
E,C,A,D,C,B,9.421791198979621,13.355289036396591
C,A,C,A,C,D,20.316391059131973,13.360424381223195
C,D,A,D,A,A,25.508078142897652,13.363183591565464
A,C,D,A,C,D,19.298156536477798,13.373154329547356
A,C,A,C,C,D,20.03532956631598,13.376040417988584
D,A,B,A,C,B,7.290405069664201,13.395651628065549
E,C,E,E,C,D,6.343417972285557,13.431292705467497
B,E,D,B,B,A,17.514642833961915,13.4548100713434
A,C,C,E,C,C,21.268887690211173,13.472251117786954
A,D,E,C,B,A,14.879592500266423,13.489264939952422
B,D,C,A,A,A,20.825803250502528,13.49493671381259
C,D,C,E,C,B,12.697779709348813,13.497547605162824
B,A,D,A,C,D,20.684783046459167,13.507078095150815
B,D,A,C,A,A,20.82318653598874,13.522537845471556
A,D,A,E,C,A,11.032971974540029,13.532065555784628
C,A,E,E,C,B,10.769901177849853,13.536805925670103
C,B,D,A,C,C,24.497166655301484,13.553680198366918
B,E,C,C,C,C,19.235041633303563,13.561435571858272
A,A,B,C,A,B,18.34227762950388,13.561471026910048
A,D,A,B,C,B,7.750984473405629,13.583055541223406
B,D,A,E,A,A,23.699407585834834,13.59102569086586
A,B,A,D,C,D,20.805691571670597,13.597525726988096
D,B,E,A,A,A,23.526829930275692,13.598732336186492
C,A,E,A,C,C,18.18002878009145,13.60949099304882
B,E,A,D,B,A,17.054326984194645,13.64055340032768
A,C,A,E,C,C,18.591129061432117,13.658905265499634
A,C,E,E,C,C,18.874311536954227,13.693659707359236
A,D,B,A,C,B,8.525651194456273,13.694339659618056
E,A,C,A,C,A,7.687499339847377,13.700632149355007
A,D,E,A,B,B,6.080253048956921,13.72278731764554
C,A,C,B,A,B,18.86921616019179,13.730702696513204
C,A,D,C,C,C,21.153626749895356,13.758417067108864
A,C,C,D,C,C,21.10153091326616,13.75923470444808
A,B,D,E,B,B,11.362885080426985,13.759417826198549
E,B,D,D,A,A,20.311935742184133,13.761982045206054
D,A,C,C,A,B,17.07671024712719,13.767630359620084
A,D,C,C,A,B,16.949997259027807,13.777672384949163
A,A,C,B,A,B,18.898338874871598,13.805307990705176
D,A,B,E,B,A,11.834144695471329,13.811292497683304
A,D,D,C,C,B,7.623750652243625,13.826894173793704
A,E,D,C,C,A,11.78223711190503,13.838699047960338
D,A,E,A,B,B,6.115701059159264,13.852626834853757
B,D,E,C,C,B,13.607699822581216,13.857191178208154
E,B,A,A,C,B,9.906485791891802,13.870876198122
D,A,B,A,B,A,12.634407527728174,13.880180758195822
D,A,E,C,B,A,14.610447411828432,13.90089485102379
E,D,C,E,B,A,-3.549557540827145,13.94424608447351
E,B,E,C,A,A,20.866716868208023,13.946871870812094
C,D,E,C,A,A,24.972800011354025,13.948794950851363
C,E,A,E,C,B,9.097444102119974,13.961008381514697
B,E,D,A,C,B,10.234478719048367,13.989344843342664
D,C,D,C,B,B,12.574511748498033,14.011516530167428
A,E,E,E,C,A,11.353121032898242,14.018850528155156
C,C,A,A,B,C,24.25642264557504,14.058806281112863
A,E,E,D,C,B,4.716969891166284,14.07135360413861
A,B,A,C,C,C,21.331130355023905,14.091796238354291
C,D,E,A,B,B,9.963890358602523,14.09752183848904
B,A,C,A,C,C,21.336652438210503,14.11475524084777
C,A,D,E,C,C,19.49319275580941,14.11527700845873
C,A,B,A,C,D,21.046743061211906,14.120812853047948
B,E,A,B,B,A,17.538808223787736,14.121299520378802
C,E,A,D,B,B,10.724940123893491,14.124218875815922
E,B,B,A,A,A,18.493858818026844,14.132450621625113
E,B,A,B,A,A,18.46566481739199,14.13388483029758
A,C,A,B,C,D,21.009161518460708,14.147126079362655
B,E,B,A,A,A,18.921600651051342,14.150585991184034
A,A,E,B,C,B,12.228866980029737,14.168183612997485
A,B,E,C,B,D,22.788276379569524,14.191546335521664
C,A,E,E,A,A,22.921000908562213,14.216069148103236
D,A,C,E,B,A,11.847730275661071,14.217183327581806
A,C,E,E,C,D,19.982060286538793,14.22430514114926
B,E,A,C,B,A,18.06660016739532,14.237991072996802
C,A,C,E,C,D,21.69940311509975,14.24512824668659
C,E,E,C,C,B,13.249661741942292,14.249350927586876
A,B,C,D,A,B,20.73778249659176,14.269693425162211
B,E,A,B,A,A,18.68978610109045,14.293596046034478
B,E,E,E,B,A,18.45841708299556,14.296790717485653
A,C,E,A,C,C,19.156602949029697,14.301450654790736
B,A,A,E,B,B,13.749554614173753,14.306323753582816
E,B,A,E,C,B,7.422345211762788,14.32300257904936
D,C,B,E,A,A,23.34778265204317,14.326259995005818
E,C,D,A,B,B,10.731378371068283,14.338443683846656
C,A,B,E,A,B,18.248126108090506,14.340190264801551
C,C,A,D,B,D,25.80126939444516,14.357568348583426
C,E,C,B,A,A,16.3772505367776,14.364830917115553
B,A,E,E,A,A,22.56290007696177,14.386101435101226
A,E,D,B,C,A,13.342595895009017,14.390840403592234
E,A,B,D,C,A,12.963793526023505,14.400106573633124
C,E,D,B,C,B,13.555716937604275,14.401452019903251
E,B,C,A,B,A,18.062169950489654,14.403446288983782
A,B,E,A,A,B,20.555221165227742,14.414888152401993
A,E,B,D,C,A,13.056018593178731,14.423135183284288
A,E,E,C,C,B,7.533922671326058,14.42497764376216
D,B,A,A,A,A,23.824325896841504,14.428751278645008
C,E,E,A,A,A,24.785708061667197,14.436100777543706
A,C,C,A,C,C,21.862762656448965,14.438001353016952
C,C,D,A,B,D,25.213958177233852,14.43901193449502
A,E,E,A,B,B,5.703477535397013,14.45198159346899
D,C,B,E,B,B,12.8673076690843,14.45332562336334
C,A,A,E,C,C,18.56057562522925,14.45640135049589
C,E,E,D,C,B,11.210908560907107,14.491438152081766
C,A,A,C,C,C,21.897062324258886,14.49370674348751
A,C,D,E,C,C,20.145833984326753,14.506253430449666
A,C,D,B,A,B,19.623344495915,14.517106888608742
A,D,D,E,C,A,12.249217112222938,14.521716931519522
B,D,D,C,B,B,13.066529376860586,14.523482793348052
A,D,C,E,B,A,13.040355956694295,14.528475816521738
A,C,B,A,A,B,21.73237873786781,14.566274152157948
A,E,B,C,B,A,15.375582263683222,14.577885777637116
C,D,C,A,A,A,23.359448053145822,14.597234131155531
E,A,D,D,B,B,4.932174265369972,14.64113387570801
D,C,A,C,A,A,23.8514845068432,14.651428877743228
C,A,E,A,C,D,19.859570437625074,14.652140957990405
A,B,A,B,C,C,22.107453700688097,14.6773053122164
C,D,D,A,A,A,26.667960379674053,14.691403938897624
B,C,D,A,B,C,25.09088474426033,14.69268403448538
D,A,D,E,C,B,6.918059773081295,14.695221501868376
D,A,D,C,B,B,8.726943683356193,14.72873776249048
A,C,A,E,C,D,19.8341437532552,14.732296537112877
E,C,E,B,A,A,23.61122367947406,14.762578433519026
C,E,C,D,C,B,13.292238259503732,14.766329818696455
E,C,D,C,C,B,13.370771070344716,14.768824175864024
D,A,E,D,C,B,6.8760040880117606,14.772034587677425
A,E,A,A,B,A,11.567471994253603,14.792383291866498
A,D,E,B,B,A,15.10222031151598,14.80115859139188
A,E,A,E,C,B,-1.8877806764001823,14.836673723210026
B,E,B,D,A,A,23.45174214661197,14.844575612407487
B,A,A,C,A,B,18.251533484526778,14.856821934178528
B,E,C,D,C,B,13.038109472707202,14.857514039560751
A,D,C,D,B,B,8.836964919402034,14.87931521021519
A,C,E,B,C,D,23.201729821949197,14.887975016830236
A,C,D,E,C,D,21.596780216057603,14.914075139300325
A,E,A,C,C,B,7.5921555504862335,14.91790935256949
A,E,D,D,B,A,12.425578649916108,14.9205303850533
B,A,C,A,A,B,18.272749579839086,14.921221962665404
B,D,E,A,A,A,23.710734131838045,14.970407057575237
C,E,E,A,B,B,10.821526382142835,14.97848557180708
E,B,D,C,C,B,13.306809029493213,14.984310921279658
A,C,C,D,A,B,20.729367594503753,14.993628500574903
D,C,C,E,A,A,25.041581324794365,15.009004850339547
C,A,D,A,B,C,19.438775134281855,15.00937742900812
C,E,C,E,C,B,13.57889713755902,15.016941699206823
A,D,B,E,B,A,12.894121148922505,15.018593808168417
E,A,E,A,B,A,11.969297686057594,15.023626714654863
C,A,D,C,A,B,20.791779686830537,15.02483221808996
C,A,D,C,C,D,22.80343073376149,15.049038495903678
B,E,D,D,C,B,10.386423862784294,15.0538348402408
C,C,A,C,B,C,25.67636990866631,15.092286226626891
D,A,E,D,B,A,14.349165016917233,15.092630350296092
C,D,A,B,B,B,13.854668726092019,15.09450037681098
C,C,C,A,B,C,26.210989155417213,15.097805533277514
D,A,C,B,B,B,10.775674264882515,15.128270341410444
C,E,B,D,C,B,14.786620696530045,15.13506094748012
E,C,A,B,A,A,21.853168036541284,15.137516732342158
D,C,B,A,B,B,14.156544708765741,15.14899979172118
E,C,B,A,A,A,21.858043785170267,15.149853576177316
B,E,B,E,A,A,21.35919885359305,15.159824691652531
A,D,E,D,B,A,14.46617670862774,15.161110524439666
A,E,D,D,B,B,5.927222313469061,15.183174703819947
C,A,A,E,C,D,20.763704912769306,15.186430997319649
A,C,D,B,C,C,22.84773917741846,15.188521592794205
C,C,B,A,B,C,26.83829782641716,15.209357023240615
C,D,E,E,A,A,26.103233228479272,15.230473135720686
D,A,D,B,A,B,18.6294949908634,15.238693036664744
A,E,D,E,C,A,11.374337128424568,15.239320113391404
C,A,E,D,C,C,20.90854037458797,15.24339692256786
C,C,A,B,B,C,27.015079795577453,15.244742257548264
E,A,C,D,C,A,7.004223098902165,15.248828914153291
D,A,B,E,B,B,9.698522877198842,15.25900230733703
D,C,A,A,A,A,26.400440540707717,15.266335009084813
A,C,D,C,C,C,22.017857897818065,15.279185955665092
C,E,B,A,A,A,21.72222563451321,15.284221758823348
B,A,C,A,C,D,23.044168467888834,15.288173309844074
C,E,C,A,C,B,13.476795071008777,15.30535412438312
C,E,A,B,C,B,14.847394989292747,15.30843524978076
C,E,A,C,C,B,13.342112712687387,15.319159574048072
B,A,A,E,A,B,20.38039075072447,15.328546342914844
A,E,A,B,C,B,7.763886068154086,15.334577649790845
C,E,E,C,A,A,24.903648467315644,15.342560649437267
E,A,C,A,C,B,7.431851980203069,15.345830893318102
D,C,C,A,B,B,13.589684025414472,15.350493312954786
C,E,A,B,A,A,21.56147025747835,15.362069121405211
C,A,E,B,B,B,16.179396799598525,15.366277414470131
C,D,A,C,B,B,13.408465564391474,15.368943241068528
C,D,B,B,B,B,14.790567731185417,15.371947666015265
D,C,A,E,B,B,11.490721310591255,15.374015807432214
A,E,A,A,B,B,4.991630788047852,15.384802159313493
A,E,E,C,B,A,13.377623473744235,15.415308632892929
C,C,A,A,B,D,25.794856247526564,15.423945678262188
A,C,E,A,C,D,20.343135513158632,15.440001072596663
A,C,C,E,C,D,23.14052254794797,15.455310911376534
A,C,C,A,C,D,23.6960002094699,15.482211868434767
B,A,C,D,C,C,24.16040114601501,15.48706220084461
B,C,A,A,B,C,25.8560133210154,15.48769203391815
C,B,A,A,B,C,25.916549159988797,15.500446499654236
D,C,C,D,B,B,13.983396019631588,15.51373272960089
A,E,C,D,C,B,7.689683072837285,15.54527406593635
C,A,C,A,A,B,20.253671487525367,15.553351173316248
A,C,D,C,A,B,20.906977876077832,15.55359043645295
C,A,C,D,A,B,20.99740826635436,15.557932964545428
C,C,D,D,B,C,28.114219115196757,15.55999282515071
E,B,D,D,C,B,11.045133107949734,15.56039591667982
C,C,E,E,B,B,15.24339111788125,15.568346865099269
E,A,D,C,C,B,7.353501147182582,15.598162300821768
B,A,B,D,C,C,24.175216644679494,15.601101529250936
C,E,E,D,A,A,25.834445820368543,15.653406009681987
D,A,B,D,B,A,13.466246636799951,15.65439518297618
B,A,E,E,A,B,21.177547411117512,15.65836475458574
C,D,E,C,C,B,14.850532536583803,15.659278726166336
D,B,A,E,B,B,11.735556682052575,15.667686229057054
A,E,C,B,B,A,11.72096708676394,15.677357393039308
C,E,B,E,A,A,24.411655939280628,15.68091294332726
B,E,B,A,C,B,13.885962623633635,15.695334597782766
A,D,C,A,B,B,9.44707983087033,15.695727000076404
D,A,A,C,B,B,9.43827587295647,15.703556945816675
A,B,C,E,A,B,22.78934942083666,15.70862687982165
C,A,A,B,C,C,24.200153870843284,15.718217310313214
A,D,A,C,B,B,9.327024718293208,15.72458540964774
D,A,C,A,B,B,9.359128103056463,15.725582988990208
A,C,B,A,C,C,24.150611998158734,15.752897282795551
E,C,A,D,B,B,12.394598507146402,15.761602387325214
E,C,A,C,C,B,13.078709335783465,15.77084053725274
E,A,C,A,B,A,13.610994247151217,15.78699678590361
B,E,A,E,A,A,24.133054282950415,15.816206184115083
E,D,E,C,B,A,-2.7754242030385607,15.824620277890116
A,D,D,B,B,A,14.254743666429983,15.83476831149833
C,C,E,A,B,C,27.23234240056266,15.855910389583553
C,C,A,E,B,C,27.652855324489888,15.871414156988312
A,A,B,E,A,A,19.98805300223995,15.894413816864535
B,E,A,D,C,B,11.56405834278895,15.925703705015437
C,E,D,A,B,B,12.431602740866174,15.930128573807725
A,C,A,B,A,B,19.778489938295863,15.937936135189146
A,D,A,E,C,B,8.46696023337334,15.949494653853272
A,C,A,C,A,B,20.025866723145693,15.95783091512547
C,D,E,D,C,B,12.840305936183197,16.01175823200297
A,B,A,E,C,C,21.324328152065437,16.015709688427428
B,A,B,E,A,B,21.190944738387035,16.07615472597096
A,E,A,B,B,A,14.782661111817916,16.08086921471733
D,C,C,A,A,A,25.714717012727096,16.08572347547614
B,A,D,C,C,C,25.102198740135442,16.09453184798946
E,C,D,D,B,B,12.870765246246982,16.102956948282696
B,C,E,A,A,B,21.80560281841325,16.12960096219049
E,A,D,B,B,D,8.716570951511448,16.16478789297426
D,E,A,C,C,B,-3.4356206454818468,16.169747066450462
A,D,B,B,B,B,10.873528092276253,16.173649898396263
B,E,E,C,C,B,14.799365413856878,16.207253382768908
D,C,D,E,A,A,27.06118291650549,16.223277063704927
A,C,E,B,A,B,22.16934496013061,16.234740245561838
C,B,A,E,A,B,21.997106159670913,16.251083587365574
A,E,C,E,C,B,9.011977311868486,16.26403865226149
D,B,A,B,A,B,20.253269881428736,16.26449257815505
B,A,E,A,C,C,22.171472217365732,16.266710206071725
B,D,B,A,A,B,20.126192937902374,16.276038787034082
E,D,C,A,C,B,-2.829653571717237,16.286758963119546
C,E,A,A,B,B,12.485480704317307,16.303291422978436
A,C,A,A,B,C,20.44183020334394,16.303769475985145
B,A,C,E,A,B,20.742689620647994,16.31304819508404
D,B,C,E,A,A,26.34390821214448,16.326138601198853
E,A,D,C,B,A,15.207208921582554,16.359071112895407
A,E,C,D,B,A,15.048078794090685,16.37131351898025
C,C,C,D,B,C,28.827283230892565,16.37256373698632
A,A,B,E,C,C,18.216938887101424,16.378053954357473
C,C,C,E,A,B,24.139661957710597,16.380484891933428
E,C,A,E,B,B,12.778841383450208,16.41342400375277
C,A,D,A,B,D,20.85215237317558,16.4179539834081
A,E,D,C,C,B,8.751416552782866,16.42779788580941
C,D,C,E,B,B,15.217029444866084,16.432549277658104
E,A,C,D,C,B,8.756273476112693,16.442913749450998
B,A,C,C,A,B,22.564450025343813,16.454330931590295
C,C,A,E,C,A,35.996076964319535,16.463702929314206
C,C,A,C,B,A,53.8254220748637,16.469213131395172
C,E,D,C,C,B,15.005966633195023,16.472599516448994
A,E,C,E,B,A,14.591854306058297,16.47907275168675
E,C,C,D,C,B,15.008834351697557,16.495519111821327
B,C,D,A,B,D,27.1885296891414,16.520785413999295
C,D,A,E,B,B,13.324260068041985,16.53184804034172
D,C,E,B,B,B,15.081274045348895,16.548665537158183
C,C,D,E,B,C,28.278375593568175,16.589984446291034
A,C,B,E,B,C,24.382859529572166,16.591676587736426
A,E,E,B,B,A,16.383845661302676,16.591906478922773
E,B,A,C,C,B,14.508276319252625,16.598294803952168
C,B,A,C,B,C,27.597276810299135,16.59838229008964
C,E,D,D,B,B,13.449925115344444,16.598658901915602
E,A,B,A,B,A,14.287399259397754,16.678756121276642
E,A,E,C,B,A,16.49682874213281,16.70589788397571
A,E,D,B,C,B,10.060658594387007,16.722564997126042
E,C,A,B,C,B,16.48429110281133,16.73724306268149
C,A,C,C,C,C,24.446733718884932,16.775428012618185
E,A,B,D,C,B,9.925549529570112,16.77843412303355
A,C,B,E,B,D,24.14612530549828,16.791469576207987
A,C,C,C,C,C,24.744223410351022,16.818318729325703
C,D,D,E,C,B,13.866240000841573,16.818541784183953
A,E,E,D,B,B,7.680690862145889,16.83482180762692
C,A,E,D,C,D,22.879754710928335,16.840790422646236
D,E,C,A,C,B,-2.0924742671360352,16.846315978357637
D,A,B,A,B,B,10.696124888814536,16.855856681389483
C,A,B,E,B,C,24.24699745335976,16.860380409629833
E,C,E,A,B,B,11.615658446825739,16.883009055777915
B,D,A,C,B,B,15.759367058064273,16.901244644231703
D,B,C,A,B,B,15.809843920107513,16.903535434156723
C,A,A,D,B,C,22.194652417177796,16.911306937524344
D,A,C,E,B,B,10.058110906184138,16.918593289526925
B,E,C,A,C,B,14.300068675813321,16.919109382574646
B,D,C,E,B,B,15.939430901595129,16.92334213562314
A,C,C,B,C,C,25.200140418639883,16.92938861043268
C,A,B,C,C,C,25.32712951112688,16.93609400673915
E,A,E,C,C,B,8.270185812347105,16.963330520583252
D,A,E,E,B,A,15.196905216048732,16.96940811249947
B,C,A,A,B,D,27.855377732292588,16.981511493889517
E,B,A,E,B,B,12.916322434105888,17.012712671180914
C,B,A,A,B,D,28.20254734877972,17.064980478044706
C,A,C,A,B,C,22.856034852683152,17.07789453881191
A,C,A,C,B,C,22.8636465425779,17.088310326439995
A,B,A,D,B,C,23.15242640262591,17.096652142424958
B,E,E,A,A,A,24.491123739052263,17.10609102951871
A,A,B,D,A,A,20.491183823429303,17.11205337728566
C,E,B,A,C,B,17.283010261892862,17.120402012370214
A,E,B,C,C,B,12.380510919549891,17.144729331743168
A,A,A,D,A,B,20.46556261161021,17.15019112211574
A,C,D,D,B,C,22.85190584034996,17.17346281938216
C,A,D,D,B,C,22.780263083720826,17.173877138047082
E,C,B,C,C,B,16.73187496595187,17.179715270785465
C,C,A,E,B,D,29.6297235210396,17.181669727250743
D,B,B,C,A,A,18.943500731733593,17.205604285563375
A,A,D,A,A,B,20.45432391693172,17.222781937655053
C,D,E,D,A,A,28.38424271691762,17.225707170331123
D,C,D,E,B,B,13.824981252936919,17.226847994496186
A,B,A,E,C,D,23.139123201780826,17.237581258253392
C,A,A,C,A,B,22.650908280708776,17.24366318258589
A,A,E,A,A,A,26.09127917302142,17.24581644999556
C,D,B,D,A,B,21.907052275092138,17.26108502245597
E,C,E,C,C,B,15.746101507532138,17.269075120318046
D,C,D,B,A,B,21.984066512799988,17.271988873672928
C,E,C,D,A,A,26.34186253131271,17.278737845970866
E,C,A,C,C,D,9.494557197959002,17.294263205508578
A,C,C,A,A,B,22.69869312718428,17.325477823887933
C,E,B,D,A,A,26.65473247995425,17.359044404444862
E,C,D,C,A,A,26.529663566697018,17.37046703599972
B,E,D,C,C,B,16.403223153966913,17.397052585990316
D,A,B,D,B,B,11.62911852502111,17.45465092345146
A,E,E,E,B,A,13.70678356837836,17.461557851183233
B,E,E,C,A,A,21.156645070505775,17.47167274356721
A,C,C,E,A,B,23.011286971687895,17.507958734228566
E,C,D,B,B,B,16.429377748762708,17.523748918868854
A,E,E,B,C,B,12.559984904135241,17.527581063861273
E,A,C,E,B,B,7.329574211074726,17.540604083833163
A,A,B,E,C,D,19.861283538064754,17.54316801719704
C,A,D,B,B,C,25.205562100516342,17.557746167978202
E,B,C,D,C,B,16.480902551816893,17.62519869636178
A,E,D,B,B,A,16.240315419298057,17.640539215721514
